"","FC","log2(FC)","raw.pval","-log10(p)"
"332.1452 / 2.76  M-H-",0.0065967,-7.244,0.30754,0.5121
"245.0496 / 17.45",2.727,1.4473,0.30868,0.51049
"393.0795 / 12.35  MNa-2H-",20.332,4.3457,0.30938,0.50951
"177.0549 / 13.72",7.4144,2.8903,0.30954,0.50928
"377.1414 / 14.41",2.8853,1.5287,0.31078,0.50754
"261.1348 / 14.49  MAcO-H-",4.1478,2.0523,0.31221,0.50555
"444.2448 / 3.19",0.17237,-2.5364,0.31244,0.50523
"245.1606 / 2.96  MNH4",7.2823,2.8644,0.31293,0.50455
"152.0574 / 4.32",0.040003,-4.6437,0.31337,0.50394
"233.1142 / 16.27",0.048323,-4.3711,0.31342,0.50388
"189.1240 / 1.70  MNH4",0.078478,-3.6716,0.31342,0.50388
"634.4590 / 23.38",0.34795,-1.5231,0.31342,0.50388
"435.2868 / 24.48  MNa",0.40465,-1.3052,0.31342,0.50388
"607.3484 / 20.89  M2H2",0.013689,-6.1909,0.31433,0.50261
"592.2972 / 15.20",4.1166,2.0414,0.31438,0.50254
"599.2409 / 21.89",0.080619,-3.6327,0.31486,0.50188
"393.2296 / 4.76  M2H2",0.0033055,-8.2409,0.31594,0.5004
"760.8799 / 16.37  M-2H2-",0.0043809,-7.8346,0.31594,0.5004
"246.9505 / 9.57",0.0088415,-6.8215,0.31594,0.5004
"923.9525 / 10.48",0.023932,-5.3849,0.31594,0.5004
"217.0032 / 12.99",0.050919,-4.2956,0.31594,0.5004
"99.9257 / 13.36",0.1262,-2.9863,0.31594,0.5004
"114.9480 / 18.43",0.20874,-2.2602,0.31594,0.5004
"103.9185 / 16.17",0.21391,-2.225,0.31594,0.5004
"353.9603 / 11.48",0.27282,-1.874,0.31641,0.49975
"341.1554 / 12.13",0.093486,-3.4191,0.31726,0.49859
"231.0990 / 1.59",0.067699,-3.8847,0.31829,0.49718
"409.2348 / 23.65",0.35115,-1.5098,0.31829,0.49718
"408.0849 / 20.50",20.491,4.3569,0.31846,0.49695
"375.1545 / 20.37",3.7009,1.8879,0.31887,0.49639
"410.2091 / 15.82",0.056683,-4.1409,0.31947,0.49557
"345.0134 / 1.88",0.28736,-1.7991,0.32129,0.49311
"511.2037 / 20.44  2MNa",0.079287,-3.6568,0.32134,0.49304
"202.1803 / 2.52",2.1254,1.0877,0.32138,0.49298
"466.1974 / 22.06",5.6356,2.4946,0.32251,0.49145
"263.1105 / 2.17",0.20077,-2.3164,0.32251,0.49145
"238.1592 / 1.48",0.46524,-1.1039,0.32295,0.49086
"233.0688 / 4.98  MH",0.084091,-3.5719,0.324,0.48945
"181.0604 / 3.70",2.8506,1.5112,0.324,0.48945
"134.0626 / 19.93",2.2022,1.139,0.324,0.48945
"282.0519 / 6.33",2.4531,1.2946,0.32514,0.48794
"370.1068 / 4.91",0.0019339,-9.0142,0.32528,0.48774
"685.8089 / 11.63  M2H2",0.0047037,-7.732,0.32528,0.48774
"675.7961 / 14.14",0.014987,-6.0601,0.32528,0.48774
"753.3220 / 9.33",0.043059,-4.5375,0.32528,0.48774
"104.9635 / 7.58",0.23505,-2.089,0.32528,0.48774
"81.0698 / 6.15",0.30465,-1.7148,0.32528,0.48774
"116.9864 / 9.46",0.3327,-1.5877,0.32528,0.48774
"158.9971 / 6.42",2.2577,1.1749,0.32528,0.48774
"361.1497 / 19.07",9.2537,3.21,0.3269,0.48559
"137.0602 / 4.83",0.17451,-2.5186,0.32864,0.48328
"341.1652 / 5.22  MHNH42",0.059064,-4.0816,0.32906,0.48273
"265.9342 / 11.40",0.016955,-5.8821,0.32913,0.48263
"205.0977 / 4.84  MNH4",0.049736,-4.3296,0.32913,0.48263
"307.0932 / 14.00",12.296,3.6201,0.32913,0.48263
"279.0557 / 13.01",7.3207,2.872,0.32913,0.48263
"105.9350 / 11.50",0.23236,-2.1056,0.32913,0.48263
"518.2789 / 8.50",0.33016,-1.5987,0.33003,0.48145
"824.4802 / 21.97  M2Na2",0.098355,-3.3459,0.33008,0.48139
"365.1282 / 17.53",30.935,4.9512,0.33126,0.47984
"930.5079 / 16.31",0.081977,-3.6086,0.33126,0.47984
"120.0804 / 12.35",0.12978,-2.9459,0.3318,0.47913
"120.0809 / 6.29",0.19743,-2.3406,0.33228,0.47849
"367.2110 / 21.35",0.071714,-3.8016,0.33231,0.47845
"439.2592 / 17.26  M3H3",0.24943,-2.0033,0.33258,0.47811
"251.1059 / 1.88",0.054636,-4.194,0.33272,0.47792
"736.4173 / 21.78",0.12737,-2.9729,0.33277,0.47785
"177.0620 / 1.19",0.47518,-1.0734,0.33277,0.47785
"375.1267 / 14.39  MNa-2H-",5.2233,2.3849,0.33284,0.47776
"298.0424 / 3.51",6.9701,2.8012,0.33461,0.47546
"545.0169 / 20.14",0.38414,-1.3803,0.3364,0.47314
"597.0955 / 1.52",0.2366,-2.0795,0.33782,0.47131
"195.1026 / 21.38",0.39147,-1.353,0.33782,0.47131
"377.2296 / 22.97",0.42269,-1.2423,0.33782,0.47131
"808.5629 / 24.57",0.037639,-4.7316,0.33856,0.47037
"391.0643 / 13.72  MNa-2H-",9.4554,3.2411,0.3401,0.46839
"249.9804 / 10.13  MAcO-H-",0.40239,-1.3133,0.34187,0.46614
"368.0870 / 20.91  MH",0.36054,-1.4718,0.34194,0.46605
"459.1491 / 18.04",5.7328,2.5192,0.34199,0.46598
"192.0327 / 2.03  MH",0.23348,-2.0986,0.34268,0.46511
"674.1844 / 21.70  M-H-",0.29064,-1.7827,0.34273,0.46504
"293.6539 / 4.80",0.019485,-5.6815,0.34438,0.46296
"267.9359 / 31.93",0.031924,-4.9692,0.34438,0.46296
"116.9277 / 17.54",0.14265,-2.8095,0.34438,0.46296
"298.0812 / 10.29",0.23691,-2.0776,0.34438,0.46296
"545.0166 / 16.01",0.27016,-1.8881,0.34438,0.46296
"132.9224 / 17.76",0.3067,-1.7051,0.34438,0.46296
"172.9742 / 4.90",2.4971,1.3203,0.34438,0.46296
"368.1835 / 5.39  MH",0.018075,-5.7898,0.34698,0.45969
"287.2024 / 22.58",0.15097,-2.7277,0.34698,0.45969
"143.0191 / 18.52",0.49162,-1.0244,0.34698,0.45969
"345.2427 / 23.15",0.058732,-4.0897,0.34703,0.45963
"377.1446 / 14.74",2.735,1.4515,0.34882,0.4574
"281.0520 / 13.56",2.2796,1.1888,0.34886,0.45734
"469.7822 / 21.01",0.20419,-2.292,0.35015,0.45575
"271.1655 / 19.02",3.6229,1.8572,0.35015,0.45575
"263.1391 / 6.94  MH",2.2251,1.1539,0.35118,0.45447
"670.8783 / 21.65",0.12318,-3.0212,0.35191,0.45357
"707.3292 / 22.10",0.055732,-4.1654,0.3524,0.45297
"978.5723 / 22.23  M2H2",0.043633,-4.5184,0.35249,0.45286
"362.0501 / 2.34",0.1053,-3.2474,0.35274,0.45255
"417.2244 / 22.68",0.1639,-2.6091,0.35274,0.45255
"921.5335 / 21.01",0.19662,-2.3466,0.35288,0.45237
"499.2191 / 19.95  MNa",0.22154,-2.1744,0.35288,0.45237
"225.9243 / 11.70",0.43242,-1.2095,0.35327,0.45189
"223.0644 / 10.09",2.1034,1.0727,0.35327,0.45189
"143.0158 / 15.99",0.48669,-1.0389,0.35327,0.45189
"549.2596 / 18.60",0.061195,-4.0304,0.35476,0.45007
"483.0144 / 7.40  2MNa-2H-",4.3276,2.1136,0.35542,0.44925
"152.0157 / 17.78",0.32452,-1.6236,0.35547,0.4492
"115.9199 / 31.57  M-H-",0.39246,-1.3494,0.35582,0.44877
"153.1286 / 8.62",0.43578,-1.1983,0.35582,0.44877
"317.1504 / 19.62",0.1686,-2.5683,0.35917,0.4447
"881.5096 / 17.70",0.021437,-5.5438,0.35976,0.44399
"221.0816 / 15.87",0.029171,-5.0993,0.35976,0.44399
"751.3058 / 9.30  M-H-",0.046561,-4.4247,0.35976,0.44399
"261.1311 / 6.72",0.056621,-4.1425,0.35976,0.44399
"325.0949 / 18.94",0.061363,-4.0265,0.35976,0.44399
"141.0174 / 0.04",0.38521,-1.3763,0.35976,0.44399
"85.0628 / 5.35",0.38698,-1.3697,0.35976,0.44399
"267.9357 / 9.52",0.4294,-1.2196,0.35976,0.44399
"594.0354 / 22.10  M3H3",0.026949,-5.2136,0.36151,0.44188
"271.2061 / 20.94",4.4178,2.1433,0.36152,0.44187
"156.9970 / 3.55",3.1698,1.6644,0.36157,0.44181
"370.1134 / 13.21  MCl-",0.37201,-1.4266,0.36157,0.44181
"259.1765 / 4.75",6.04,2.5946,0.36758,0.43465
"218.0067 / 11.82",0.17049,-2.5523,0.36758,0.43465
"507.1821 / 19.94",6.247,2.6432,0.36793,0.43423
"187.0286 / 29.23",0.15285,-2.7099,0.3686,0.43345
"114.9472 / 8.33",0.24149,-2.0499,0.3686,0.43345
"201.0262 / 14.97",0.32417,-1.6252,0.3686,0.43345
"422.9312 / 12.04",0.32566,-1.6186,0.3686,0.43345
"144.0653 / 6.99  MNH4",0.23966,-2.061,0.36966,0.4322
"349.1335 / 19.95",16.675,4.0596,0.37103,0.43059
"110.0715 / 1.00",0.095264,-3.3919,0.37375,0.42742
"276.1558 / 2.60  MNH4",5.8404,2.5461,0.37375,0.42742
"391.2112 / 21.47  MNa-2H-",0.18489,-2.4353,0.37375,0.42742
"195.0882 / 1.01",0.323,-1.6304,0.37375,0.42742
"248.1494 / 1.80",0.33301,-1.5864,0.37375,0.42742
"148.0569 / 2.84",0.43673,-1.1952,0.37375,0.42742
"101.0088 / 12.79",0.32568,-1.6185,0.37431,0.42676
"433.1086 / 19.54  MNa-2H-",0.036587,-4.7725,0.37442,0.42665
"212.1410 / 7.96",0.045971,-4.4431,0.37442,0.42665
"950.4993 / 7.96  M-H-",0.076008,-3.7177,0.37442,0.42665
"146.9706 / 9.11",0.20447,-2.2901,0.37442,0.42665
"114.9476 / 9.95",0.21864,-2.1934,0.37442,0.42665
"299.0798 / 8.97  MNH4",0.23831,-2.0691,0.37442,0.42665
"96.9604 / 9.76",0.25634,-1.9639,0.37442,0.42665
"354.9404 / 7.68",0.26726,-1.9037,0.37442,0.42665
"133.9608 / 9.32",0.38055,-1.3938,0.37442,0.42665
"81.0697 / 11.44",0.36049,-1.472,0.3785,0.42193
"249.9785 / 32.00  MAcO-H-",0.44787,-1.1588,0.3785,0.42193
"282.0839 / 4.29  M-H-",0.036656,-4.7698,0.37907,0.42128
"313.1205 / 21.50",0.20931,-2.2563,0.37907,0.42128
"82.9979 / 31.27",0.43012,-1.2172,0.37977,0.42048
"226.0176 / 14.46",0.098923,-3.3375,0.37999,0.42023
"101.0078 / 11.17",0.4265,-1.2294,0.37999,0.42023
"283.1145 / 15.61",2.5053,1.325,0.38277,0.41706
"303.1959 / 22.59",0.077152,-3.6962,0.38441,0.41521
"237.1136 / 20.77",0.14579,-2.7781,0.38446,0.41515
"457.1908 / 3.72  MNa",0.22356,-2.1613,0.3846,0.41499
"818.7349 / 20.30  M3H3",17.667,4.143,0.38779,0.4114
"750.1307 / 20.37",3.0513,1.6094,0.3883,0.41083
"306.1487 / 2.54",0.019277,-5.6969,0.38956,0.40943
"243.1234 / 16.32",4.5234,2.1774,0.39012,0.40881
"206.9974 / 4.92  M-H-",10.164,3.3454,0.39266,0.40599
"279.0185 / 13.81",0.24383,-2.036,0.39266,0.40599
"357.0828 / 6.35  M-H-",8.5267,3.092,0.39272,0.40592
"311.1836 / 10.75",0.20686,-2.2733,0.39474,0.40369
"302.1973 / 8.83",2.6854,1.4251,0.39474,0.40369
"317.1648 / 13.49",2.2037,1.1399,0.39474,0.40369
"271.0815 / 10.17",2.4936,1.3182,0.39492,0.40349
"372.1294 / 13.21  MH",0.45069,-1.1498,0.39516,0.40322
"166.0869 / 6.26",0.25158,-1.9909,0.39531,0.40307
"269.1280 / 19.39",2.7578,1.4635,0.39535,0.40301
"84.0443 / 10.59",2.1727,1.1195,0.39535,0.40301
"527.0798 / 16.02  2MNa-2H-",117.38,6.8751,0.39644,0.40182
"208.0719 / 11.46",81.129,6.3422,0.39644,0.40182
"252.1247 / 8.26",61.19,5.9352,0.39644,0.40182
"499.3395 / 17.72",2.6404,1.4008,0.39644,0.40182
"234.9750 / 9.72",2.1253,1.0876,0.39644,0.40182
"132.9554 / 16.23",0.22705,-2.1389,0.39651,0.40175
"783.3346 / 21.34",0.016481,-5.9231,0.39659,0.40166
"283.0486 / 15.93",0.1668,-2.5838,0.39659,0.40166
"381.0092 / 14.25",0.38406,-1.3806,0.39659,0.40166
"262.0659 / 19.97",78.083,6.2869,0.39907,0.39895
"204.1152 / 20.70",33.084,5.0481,0.39907,0.39895
"329.0600 / 10.31  MNa",8.2184,3.0389,0.39984,0.39811
"377.0953 / 4.21",0.15267,-2.7115,0.40078,0.3971
"191.1082 / 21.82",0.2583,-1.9529,0.40078,0.3971
"403.2462 / 23.12  M-H-",0.28135,-1.8295,0.40078,0.3971
"327.2325 / 23.65",0.28785,-1.7966,0.40078,0.3971
"337.2375 / 22.39  2MNa-2H-",0.43878,-1.1884,0.40078,0.3971
"261.0081 / 8.63",6.7542,2.7558,0.40244,0.3953
"255.1354 / 15.71",4.4921,2.1674,0.40247,0.39527
"401.3365 / 21.65",0.066064,-3.92,0.40463,0.39295
"174.9927 / 11.79",0.43747,-1.1927,0.40469,0.39288
"608.7103 / 22.16  M3H3",0.010635,-6.555,0.40474,0.39282
"370.2303 / 21.38",0.016609,-5.9119,0.40481,0.39275
"250.1750 / 16.66",2.7999,1.4854,0.40592,0.39156
"363.1106 / 15.54",42.476,5.4086,0.40601,0.39146
"201.0264 / 16.28",0.22881,-2.1278,0.40601,0.39146
"360.9580 / 16.70",0.30246,-1.7252,0.40601,0.39146
"268.9985 / 17.89",0.42538,-1.2332,0.40661,0.39082
"274.1400 / 2.57",0.031709,-4.979,0.40715,0.39025
"330.1267 / 20.46",2.9028,1.5375,0.40985,0.38738
"282.1041 / 5.18",0.16538,-2.5961,0.41377,0.38324
"189.0780 / 10.20",2.4877,1.3148,0.4161,0.3808
"144.0658 / 2.54",0.19756,-2.3396,0.41681,0.38006
"198.0588 / 20.78",9.1973,3.2012,0.41723,0.37962
"301.1513 / 11.13  MH",0.26282,-1.9278,0.41723,0.37962
"449.1776 / 19.95",3.3524,1.7452,0.41723,0.37962
"363.1132 / 5.04",0.33152,-1.5928,0.41728,0.37957
"546.3015 / 22.48",0.16892,-2.5656,0.41756,0.37928
"332.2425 / 19.30",0.47866,-1.0629,0.41765,0.37918
"582.3345 / 21.40  M2H2",0.093038,-3.426,0.4177,0.37913
"423.0638 / 1.49",0.34121,-1.5513,0.4177,0.37913
"173.0915 / 3.40  MNH4",0.45112,-1.1484,0.4177,0.37913
"358.9598 / 19.10  2MNa-2H-",0.011988,-6.3822,0.4188,0.37799
"419.2066 / 21.40",0.088912,-3.4915,0.42319,0.37347
"159.1183 / 22.10",0.10166,-3.2982,0.42319,0.37347
"248.1138 / 2.73",0.10584,-3.24,0.42328,0.37337
"541.1601 / 13.14",21.647,4.4361,0.42575,0.37085
"207.9681 / 11.86",0.39775,-1.3301,0.42583,0.37077
"256.9632 / 14.05",0.48131,-1.055,0.42583,0.37077
"153.1272 / 11.63  MCH3OHH",0.25883,-1.9499,0.4276,0.36896
"146.0271 / 2.49",0.31061,-1.6868,0.42868,0.36786
"300.2172 / 17.92",2.9487,1.5601,0.42868,0.36786
"374.3252 / 21.45",4.9391,2.3043,0.42873,0.36782
"160.0966 / 3.80",6.5375,2.7087,0.4291,0.36744
"145.0625 / 11.87",5.0554,2.3378,0.43216,0.36436
"441.1960 / 17.67  M-H-",4.6528,2.2181,0.43216,0.36436
"263.9945 / 16.15",0.35633,-1.4887,0.43219,0.36433
"263.9946 / 13.63",0.4478,-1.1591,0.43219,0.36433
"623.3264 / 21.40  MHK2",0.14352,-2.8007,0.43517,0.36135
"513.8105 / 21.18  M2H2",0.10848,-3.2045,0.43521,0.3613
"752.5576 / 26.13",0.032022,-4.9648,0.43745,0.35907
"339.1083 / 18.60",8.1913,3.0341,0.4375,0.35902
"374.9930 / 18.86",0.44789,-1.1588,0.4375,0.35902
"269.1615 / 3.21",0.043012,-4.5391,0.43813,0.3584
"406.0465 / 8.86",7.6034,2.9266,0.43915,0.35738
"698.3873 / 11.83",0.18849,-2.4074,0.43915,0.35738
"254.0488 / 5.40",2.6417,1.4014,0.43915,0.35738
"131.9158 / 9.48",0.47686,-1.0684,0.43915,0.35738
"283.0503 / 6.04",0.48908,-1.0319,0.43915,0.35738
"267.0978 / 20.44  MNa",0.039005,-4.6802,0.43985,0.35669
"689.3983 / 22.26  M3H3",0.080977,-3.6263,0.4399,0.35665
"259.1191 / 15.61  M-H-",4.8504,2.2781,0.4399,0.35665
"288.1190 / 1.78",0.21309,-2.2305,0.4399,0.35665
"510.2940 / 20.53",0.15376,-2.7012,0.44036,0.35619
"448.3075 / 22.49",0.15136,-2.724,0.44059,0.35596
"794.3925 / 19.99  MNa",0.34911,-1.5183,0.44059,0.35596
"151.0405 / 11.61",16.863,4.0758,0.44061,0.35595
"245.1136 / 3.01  M-H-",0.25219,-1.9874,0.44064,0.35592
"152.0690 / 2.38",0.16514,-2.5982,0.44073,0.35583
"724.5285 / 25.55",0.32353,-1.628,0.44078,0.35578
"833.4782 / 20.82",0.33534,-1.5763,0.44078,0.35578
"551.3605 / 23.35",0.49234,-1.0223,0.44078,0.35578
"154.0502 / 18.57",0.048903,-4.3539,0.44284,0.35375
"667.9060 / 21.66",0.052318,-4.2565,0.44491,0.35173
"403.0912 / 19.24",2.9613,1.5662,0.44495,0.35168
"268.9365 / 10.93",0.32155,-1.6369,0.44582,0.35084
"232.9844 / 1.65",3.2299,1.6915,0.4463,0.35038
"655.2458 / 23.65",0.40569,-1.3016,0.4463,0.35038
"293.1202 / 8.31",0.11957,-3.064,0.45372,0.34321
"187.1079 / 6.16",0.14565,-2.7794,0.45443,0.34254
"93.0677 / 7.06",0.43695,-1.1945,0.45621,0.34083
"227.0199 / 14.49",0.093014,-3.4264,0.45629,0.34076
"287.1663 / 15.21",3.5944,1.8457,0.45647,0.34059
"297.0660 / 10.99",0.090771,-3.4616,0.45703,0.34006
"199.0846 / 7.65  MNa",10.019,3.3246,0.45736,0.33974
"236.0334 / 6.96  MNH4",0.30792,-1.6994,0.45908,0.33811
"731.9684 / 21.78",0.082809,-3.5941,0.45913,0.33807
"455.9987 / 22.29",0.31933,-1.6469,0.45913,0.33807
"305.0217 / 0.27",0.1584,-2.6583,0.45963,0.33759
"360.9578 / 9.25",0.18767,-2.4137,0.45963,0.33759
"792.4392 / 21.57",0.088104,-3.5046,0.46054,0.33673
"889.4571 / 22.10  2MNa-2H-",0.025816,-5.2756,0.4606,0.33667
"281.0516 / 11.77",0.43666,-1.1954,0.4606,0.33667
"326.0157 / 21.91",0.088532,-3.4977,0.46267,0.33472
"413.1768 / 21.43",3.5271,1.8185,0.46416,0.33333
"292.1647 / 1.70",0.30378,-1.7189,0.46416,0.33333
"316.2129 / 10.53  MH",4.0602,2.0216,0.46443,0.33308
"247.1453 / 19.39",2.425,1.278,0.46457,0.33295
"207.0521 / 1.62",0.43172,-1.2118,0.46457,0.33295
"239.0930 / 21.38  M-H-",0.4752,-1.0734,0.46457,0.33295
"365.1057 / 1.46",0.48517,-1.0434,0.46457,0.33295
"237.0924 / 1.39",0.010734,-6.5417,0.46667,0.33099
"166.0502 / 10.70",3.1246,1.6437,0.46794,0.32981
"379.0641 / 9.36  MNa-2H-",11.204,3.486,0.46943,0.32842
"353.2324 / 21.89  M-H2O-H-",0.02764,-5.1771,0.47008,0.32782
"389.0320 / 1.85",9.3452,3.2242,0.47008,0.32782
"302.0359 / 1.57",0.15591,-2.6812,0.47008,0.32782
"257.0774 / 2.70",0.23811,-2.0703,0.47008,0.32782
"687.7437 / 22.29",0.019487,-5.6813,0.4738,0.32441
"474.7460 / 7.96  M-2H2-",0.11397,-3.1333,0.4738,0.32441
"591.2929 / 15.23  2MNa",3.9857,1.9948,0.47609,0.32231
"285.1605 / 15.26  MH",3.3329,1.7368,0.47609,0.32231
"802.4670 / 21.91  M2H2",0.087784,-3.5099,0.47628,0.32214
"353.1608 / 21.18  M-H-",0.22011,-2.1837,0.47654,0.3219
"466.3177 / 22.49  MH",0.16312,-2.616,0.47668,0.32178
"472.7637 / 21.01",0.20585,-2.2804,0.47668,0.32178
"299.1251 / 10.29  M-H-",9.2901,3.2157,0.47918,0.3195
"344.9848 / 14.73",0.43618,-1.197,0.48071,0.31811
"223.0587 / 0.05",0.45161,-1.1469,0.48171,0.31721
"380.1196 / 13.69",8.0317,3.0057,0.4826,0.31641
"82.9980 / 12.98",0.40303,-1.3111,0.4826,0.31641
"82.9980 / 4.71",2.0694,1.0492,0.48286,0.31617
"364.1164 / 2.26",0.048887,-4.3544,0.48376,0.31537
"362.0496 / 4.78  M-H-",0.058271,-4.1011,0.48376,0.31537
"371.2422 / 21.44  M-H-",0.019046,-5.7144,0.48508,0.31419
"284.9697 / 9.30  MNa-2H-",4.2315,2.0812,0.48508,0.31419
"294.1454 / 3.31  MNH4",0.07642,-3.7099,0.48658,0.31285
"219.0129 / 7.97",7.6936,2.9437,0.48795,0.31162
"251.2379 / 0.47",186.81,7.5454,0.48812,0.31147
"266.1406 / 8.89  M-H-",182.43,7.5112,0.48812,0.31147
"223.2056 / 0.47",111.24,6.7976,0.48812,0.31147
"268.1918 / 13.91  MH",12.763,3.6739,0.48812,0.31147
"105.9350 / 6.59",12.222,3.6114,0.48812,0.31147
"172.9745 / 31.93",6.1586,2.6226,0.48812,0.31147
"299.0791 / 4.14",2.4711,1.3051,0.48812,0.31147
"372.2131 / 19.20",0.177,-2.4982,0.48822,0.31139
"715.0399 / 17.43",0.47968,-1.0599,0.48825,0.31135
"190.0547 / 6.94",0.20198,-2.3077,0.48866,0.311
"205.0637 / 1.79",0.061881,-4.0144,0.48892,0.31076
"205.1232 / 20.44",0.068665,-3.8643,0.48905,0.31065
"359.2902 / 21.30",0.24787,-2.0124,0.48905,0.31065
"301.2177 / 22.65",0.29858,-1.7438,0.48905,0.31065
"185.1182 / 22.62",3.287,1.7168,0.48905,0.31065
"789.4489 / 20.69",0.40708,-1.2966,0.48905,0.31065
"178.1046 / 7.97",11.758,3.5556,0.49004,0.30977
"359.0566 / 6.51",5.7427,2.5217,0.49004,0.30977
"166.0859 / 9.33",0.095328,-3.391,0.4937,0.30654
"311.6658 / 22.73  M-2H2-",0.11652,-3.1013,0.49432,0.30599
"599.0917 / 1.52",0.22527,-2.1503,0.49454,0.3058
"303.1214 / 20.46  M-H-",0.008925,-6.8079,0.50069,0.30043
"150.0024 / 17.76  M-H-",0.31886,-1.649,0.50116,0.30002
"464.3023 / 22.48",0.18277,-2.4519,0.50155,0.29969
"307.1421 / 15.26  MNa",3.9116,1.9677,0.50166,0.29959
"138.0660 / 2.88  MNH4",27.417,4.777,0.50905,0.29324
"701.3317 / 21.34",0.033099,-4.9171,0.50953,0.29283
"414.0988 / 11.35",69.658,6.1222,0.50989,0.29252
"487.3648 / 8.76",2.6083,1.3831,0.50989,0.29252
"535.8251 / 21.27  M2H2",0.11024,-3.1813,0.51337,0.28957
"387.0265 / 0.73",35.836,5.1634,0.51341,0.28954
"241.0824 / 6.64",0.23934,-2.0629,0.51383,0.28918
"272.0570 / 6.94",0.26079,-1.9391,0.51383,0.28918
"473.2877 / 23.24",0.23698,-2.0772,0.51409,0.28896
"555.2917 / 23.24",0.2569,-1.9607,0.51409,0.28896
"218.0665 / 2.70  M-H-",0.35653,-1.4879,0.51409,0.28896
"233.1133 / 1.97",0.27318,-1.8721,0.51422,0.28885
"585.2738 / 20.17",0.35802,-1.4819,0.51422,0.28885
"217.1182 / 1.80",0.40467,-1.3052,0.51422,0.28885
"614.3686 / 22.10  M3H3",0.051355,-4.2833,0.51467,0.28847
"222.1507 / 8.92",143.98,7.1697,0.517,0.28651
"498.0543 / 15.99",134.1,7.0672,0.517,0.28651
"403.1961 / 16.69",28.178,4.8165,0.517,0.28651
"158.9967 / 5.67",3.122,1.6425,0.517,0.28651
"301.1415 / 15.10",2.0673,1.0477,0.51716,0.28637
"888.5409 / 22.07",0.018156,-5.7834,0.51771,0.28592
"417.3203 / 24.04",0.40133,-1.3171,0.51963,0.2843
"329.1748 / 21.30",0.49597,-1.0117,0.51963,0.2843
"86.0960 / 5.11",0.13163,-2.9254,0.52002,0.28398
"282.0519 / 12.94",0.22856,-2.1293,0.52025,0.28379
"658.2242 / 20.75  2MNH4",7.7348,2.9514,0.52045,0.28362
"331.0716 / 7.74",0.053877,-4.2142,0.52066,0.28345
"702.7562 / 22.32",0.02038,-5.6167,0.52073,0.28339
"389.1496 / 5.17  MNH4",0.38126,-1.3912,0.52351,0.28108
"385.1349 / 4.69",0.23952,-2.0618,0.52355,0.28104
"86.0963 / 1.07",0.026874,-5.2176,0.52558,0.27936
"373.9957 / 22.29",0.051602,-4.2764,0.52794,0.27742
"114.9467 / 15.55",0.33722,-1.5682,0.53272,0.2735
"353.9608 / 12.47",0.42104,-1.248,0.53277,0.27346
"232.9771 / 13.04",0.48709,-1.0377,0.53277,0.27346
"711.9327 / 21.75  MHNa2",0.05295,-4.2392,0.53319,0.27312
"239.0294 / 18.60",0.27366,-1.8695,0.53384,0.27259
"372.1240 / 4.87  MH",0.0013051,-9.5817,0.53477,0.27183
"297.0828 / 15.38",0.28871,-1.7923,0.53477,0.27183
"557.3180 / 21.97  M3Na3",0.065228,-3.9384,0.53506,0.2716
"435.9664 / 15.12",0.45062,-1.15,0.53728,0.2698
"399.0737 / 17.79  MNa-2H-",175.27,7.4535,0.53772,0.26945
"440.1682 / 8.86",11.229,3.4891,0.53772,0.26945
"474.1729 / 11.41",3.2596,1.7047,0.53922,0.26823
"489.2825 / 22.83",0.20166,-2.31,0.53926,0.2682
"273.1703 / 20.11",0.3025,-1.725,0.53967,0.26787
"670.3904 / 21.66  M2H2",0.094941,-3.3968,0.53988,0.26771
"674.2896 / 22.49",0.23025,-2.1187,0.53988,0.26771
"259.1057 / 3.21  MNa",0.24101,-2.0528,0.54,0.26761
"714.4011 / 21.75",0.12872,-2.9576,0.54004,0.26757
"211.0994 / 1.44",0.23101,-2.114,0.54004,0.26757
"247.0928 / 1.55  MH",3.0553,1.6113,0.54004,0.26757
"387.1297 / 2.17  MH",0.43906,-1.1875,0.54004,0.26757
"262.9875 / 9.30  M-H-",4.0837,2.0299,0.54133,0.26654
"188.0715 / 4.80  MH",0.1251,-2.9988,0.54309,0.26513
"449.1400 / 19.21",16.211,4.0189,0.54314,0.26509
"290.1729 / 13.91  MNa",13.468,3.7514,0.54314,0.26509
"341.2112 / 23.15",0.41586,-1.2658,0.54535,0.26332
"236.0924 / 15.01",0.48323,-1.0492,0.54535,0.26332
"934.5457 / 22.16  M2Na2",0.053196,-4.2326,0.54757,0.26156
"201.0263 / 10.40",2.503,1.3236,0.54806,0.26118
"243.1854 / 8.83  M2H2",2.2724,1.1842,0.55156,0.25841
"158.9974 / 7.91",2.3723,1.2463,0.55176,0.25825
"454.5883 / 21.66  M2HNa3",0.030659,-5.0276,0.55182,0.25821
"230.0127 / 13.43",0.082411,-3.601,0.55182,0.25821
"271.0757 / 3.41",0.040292,-4.6333,0.55182,0.2582
"310.1110 / 2.67",0.099145,-3.3343,0.55182,0.2582
"284.1498 / 2.71",4.7935,2.2611,0.55279,0.25744
"114.9476 / 9.32",0.30162,-1.7292,0.55414,0.25638
"344.0166 / 11.81",0.021841,-5.5168,0.55463,0.256
"221.1718 / 9.47  M2H2",2.8976,1.5349,0.55463,0.256
"99.9253 / 5.67",0.46555,-1.103,0.55463,0.256
"472.1579 / 11.41",3.8989,1.9631,0.55767,0.25363
