"","Loading (t1)","OrthoLoading (to1)"
"600.3229 / 20.11",-0.0092691,-0.015564
"600.3342 / 13.46  MAcO-H-",-0.010041,-0.012969
"600.3704 / 8.01",-0.014195,-0.014517
"600.3927 / 20.74",-0.0012419,-0.00012479
"600.7846 / 14.28  M-2H2-",-0.01055,-0.012863
"601.2282 / 15.96",-0.010372,-0.017721
"601.3097 / 4.82",-0.0063922,-0.014367
"601.3179 / 12.04",-0.011547,-0.016526
"601.3180 / 13.93  M-H-",-0.013243,-0.016898
"601.3185 / 10.29  M-H-",-0.0096699,-0.013023
"601.3357 / 19.33",-0.011423,-0.01841
"601.7452 / 19.73  M-2H2-",-0.013907,-0.015375
"602.1233 / 12.93",-0.013125,-0.015101
"602.2656 / 13.64",-0.011331,-0.018379
"602.2808 / 19.48",-0.013438,-0.014258
"602.2850 / 21.06  M-H-",-0.011358,-0.0088681
"602.3188 / 20.61  M-H-",-0.0057238,-0.0087172
"602.3492 / 3.79",-0.013219,-0.015582
"602.3516 / 4.91",-0.013447,-0.016277
"603.1690 / 23.05",0.0075102,-0.0027354
"603.2881 / 21.02",-0.0047292,-0.010047
"603.3120 / 11.29  M-2H2-",-0.010092,-0.012595
"603.3123 / 15.01",-0.012727,-0.014934
"603.7478 / 20.03  M-2H2-",-0.011689,-0.013896
"603.8284 / 19.33  M-2H2-",-0.01166,-0.014187
"604.2365 / 11.53",-0.010126,-0.015565
"604.3332 / 19.83",-0.012505,-0.015233
"605.0229 / 1.14  2MK-2H-",-0.006419,-0.0012845
"605.1546 / 22.51",-0.01118,0.0047776
"605.1945 / 22.26",0.01141,-0.0064688
"605.2295 / 22.71",0.0071774,-0.0037634
"605.2387 / 21.16  MNa-2H-",-0.00058973,-0.0030357
"605.2580 / 24.31",0.0059878,-0.0025094
"605.3328 / 20.88  M-2H2-",-0.0094781,-0.014609
"606.0733 / 2.82",-0.00989,-0.012751
"606.2766 / 16.03",-0.011406,-0.018403
"606.2888 / 15.04",-0.012852,-0.014902
"606.3156 / 16.42",-0.01145,-0.012967
"606.3961 / 18.75",-0.0079442,-0.015419
"607.2081 / 22.59",0.0037073,-0.011926
"607.2438 / 23.70",-0.0074185,-0.013083
"607.3091 / 8.77",-0.010689,-0.013975
"607.3092 / 15.93  M-H-",-0.013337,-0.012225
"607.3467 / 20.97  M-H-",-0.01304,-0.01514
"607.8018 / 15.83",-0.0075416,-0.013905
"608.2356 / 18.09",-0.011342,-0.013906
"608.2814 / 18.56",-0.01034,-0.012001
"608.3082 / 19.68",-0.010632,-0.015809
"609.1069 / 7.35  MNa-2H-",-0.014149,-0.010329
"609.1873 / 23.06",0.0070486,0.00022986
"609.2499 / 7.43  MNa-2H-",-0.008506,-0.017372
"609.2872 / 11.86  MNa-2H-",-0.013738,-0.015345
"610.1949 / 13.61  MNa-2H-",-0.010036,-0.017383
"610.2373 / 17.96",-0.011523,-0.015104
"610.2592 / 17.29  M-2H2-",-0.012637,-0.015473
"610.2810 / 14.34  MTFA-H-",-0.013491,-0.015753
"610.3040 / 14.03  M-H-",-0.010105,-0.012448
"610.3044 / 14.63  M-H-",-0.011704,-0.015798
"610.8231 / 19.25",-0.012818,-0.015265
"610.9603 / 1.31",0.010491,-0.015252
"611.0419 / 1.17  M-H-",0.0078333,-0.013913
"611.1367 / 12.00",-0.012883,-0.013213
"611.2776 / 24.30",0.0025844,-0.00032132
"611.2784 / 3.61  M-H-",-0.012593,-0.014204
"611.2825 / 15.65",-0.0094992,-0.012187
"612.0467 / 1.15",0.0085054,-0.013729
"612.2634 / 19.01  MNa-2H-",-0.012412,-0.015815
"612.2756 / 24.29",0.0007344,-0.0044189
"612.2776 / 3.47",-0.011985,-0.017016
"612.2858 / 19.86",-0.009279,-0.016237
"612.3098 / 13.86",-0.009422,-0.01701
"612.3104 / 22.88  M-H-",-0.0035476,-0.012249
"612.7365 / 19.73  M-2H2-",-0.011193,-0.017032
"613.0452 / 16.99",-0.00265,-0.0099152
"613.2123 / 8.77  2MNa-2H-",-0.0070714,-0.008489
"613.2413 / 12.45",-0.013313,-0.014905
"613.2941 / 7.08  M-H-",-0.0072881,-0.01471
"613.3164 / 22.86  M-",-0.004509,-0.0015556
"613.3307 / 3.58",-0.012573,-0.015742
"613.3312 / 12.18",-0.0086115,-0.01425
"613.3554 / 18.75  M-H-",-0.010975,-0.014907
"613.3559 / 22.86",-0.004348,-0.014071
"613.3918 / 19.65",-0.01369,-0.013789
"614.1721 / 14.55",0.0071022,-0.0079753
"614.3056 / 11.37",-0.012388,-0.014003
"614.3382 / 19.23",-0.012428,-0.017043
"614.3496 / 15.20",-0.013187,-0.015308
"614.3507 / 2.31",-0.010712,-0.016496
"614.8393 / 15.96",-0.0038911,-0.0089851
"614.9833 / 1.13",-0.011828,0.013031
"615.1370 / 22.13  2M-H-",-0.0026107,-0.011049
"615.2607 / 10.96  M-H-",-0.010606,-0.018622
"615.3093 / 3.60",-0.012509,-0.012775
"615.3095 / 8.43  M-H-",-0.0075657,-0.017043
"615.3355 / 20.10  MNa-2H-",-0.0084833,-0.012241
"615.3701 / 19.15  M-H-",-0.01231,-0.016805
"615.4615 / 23.91",0.0072454,-0.0006316
"616.3248 / 20.88  M-2H2-",-0.0065025,-0.01194
"617.2914 / 2.72",-0.010566,-0.018279
"617.2963 / 11.57",-0.0097068,-0.017308
"617.3404 / 12.47",-0.009034,-0.015394
"617.7358 / 20.11",-0.012284,-0.014277
"618.2511 / 9.95  M-H2O-H-",-0.011549,-0.012625
"618.2719 / 13.02",-0.013886,-0.015638
"618.2794 / 20.62  M-H-",-0.013446,-0.0091096
"618.2828 / 19.90  M-H-",-0.014012,-0.011975
"618.3054 / 14.41  M-2H2-",-0.0073059,-0.015375
"618.3072 / 19.17  MNa-2H-",-0.013218,-0.010869
"618.3092 / 20.17  M-2H2-",-0.013201,-0.0096102
"619.0175 / 1.28",-0.0033356,0.0028704
"619.2752 / 14.62",-0.0081409,-0.012827
"619.3085 / 16.72  M-H-",-0.012562,-0.01378
"619.3097 / 14.88",-0.013046,-0.016881
"619.3126 / 16.21",-0.012482,-0.011155
"619.3297 / 12.72  MAcO-H-",-0.010671,-0.015626
"619.3436 / 12.32  M-H-",-0.012328,-0.015589
"619.3560 / 11.82  M-H-",-0.013229,-0.016434
"619.8483 / 18.70",-0.0080843,-0.011125
"620.2516 / 11.40",-0.012144,-0.017909
"620.2926 / 18.91",-0.011126,-0.01734
"620.9999 / 24.68",-0.0044926,0.0010396
"621.0006 / 1.16  2MNa-2H-",-0.011738,0.011526
"621.0016 / 28.02",0.0037435,0.0050727
"621.0035 / 26.30",-0.0025285,0.0069026
"621.0037 / 25.30",-0.0060376,0.012044
"621.1863 / 21.62",-0.0038244,0.0053574
"621.2513 / 6.67",-0.010275,-0.017632
"621.2525 / 21.15",0.00061397,-0.01819
"621.3180 / 14.66",-0.0097683,-0.013788
"621.3259 / 16.98",-0.011477,-0.017637
"621.3342 / 9.69  MNa-2H-",-0.010706,-0.016167
"621.8214 / 12.99",-0.012839,-0.014169
"621.8709 / 14.67  M-2H2-",-0.005041,-0.011438
"623.1983 / 23.30",0.0051094,-0.0027112
"623.2410 / 21.98",-0.0031294,-0.004739
"623.2673 / 20.96  MAcO-H-",-0.00083123,-0.018154
"623.2819 / 15.83  MCl-",-0.010506,-0.015701
"623.3000 / 13.93  MNa-2H-",-0.010565,-0.01744
"623.3002 / 10.29  MNa-2H-",-0.012118,-0.01569
"624.2609 / 7.31",-0.013217,-0.016184
"624.2671 / 21.02  MNa-2H-",-0.0015852,-0.018926
"624.2978 / 15.17",-0.011746,-0.017297
"624.3013 / 20.61  MNa-2H-",-0.0047666,-0.012128
"624.3404 / 22.73  M-H-",-0.00017512,-0.0062799
"624.3465 / 13.87",-0.011387,-0.018089
"624.3723 / 19.28",-0.013304,-0.016149
"624.4379 / 20.74",0.0016941,0.005255
"625.1653 / 22.95",0.0063602,0.0040671
"625.2825 / 20.77",-0.0010284,-0.016274
"625.3188 / 13.59  M-H-",-0.011688,-0.016223
"625.3302 / 12.24  M-H2O-H-",-0.013412,-0.014774
"625.3553 / 16.25",-0.010676,-0.012362
"625.3559 / 15.68  M-H-",-0.010366,-0.010703
"626.3513 / 10.07  M-H2O-H-",-0.0072586,-0.014641
"626.3857 / 19.20",-0.0099381,-0.017906
"627.0154 / 30.00",0.00036603,-0.0021507
"627.0172 / 1.26",-0.011753,0.011188
"627.0177 / 9.31",-0.0053317,-0.0023194
"627.0179 / 29.46",-0.00051682,0.00081721
"627.0181 / 10.46",-0.0012646,-0.0036201
"627.0184 / 12.70",-0.0030748,-0.01336
"627.0184 / 16.38",-0.00077315,-0.010169
"627.0189 / 14.99",5.213e-05,-0.0092373
"627.0190 / 13.83",-0.00016589,-0.010799
"627.0192 / 28.32",-0.00031002,0.0029438
"627.0194 / 15.81",-0.0022748,-0.0099838
"627.0194 / 24.21",0.0016111,0.00080403
"627.0195 / 19.66",-0.0081305,-0.0031956
"627.0199 / 22.35",-0.0020802,0.0044418
"627.0200 / 12.09",-0.0060842,-0.013437
"627.0204 / 18.00",-0.00675,-0.015245
"627.0205 / 17.39",-0.0019541,-0.014173
"627.0208 / 20.20",-0.0051774,-0.0047602
"627.0208 / 27.80",-0.00045447,0.0014001
"627.0216 / 18.61",-0.0014579,-0.0086917
"627.0221 / 21.46",0.00093147,-0.0053754
"627.0223 / 22.91",0.0033552,0.0036541
"627.0591 / 1.10",0.00030463,0.0085494
"627.1333 / 10.49",-0.012623,-0.0075151
"627.2134 / 23.22",0.005651,-0.00052974
"627.3109 / 12.12",-0.010195,-0.017697
"627.3492 / 9.26",-0.00096972,-0.010203
"627.3744 / 23.05",-0.0017298,-0.014168
"628.0161 / 26.80",-0.0020504,-0.0040001
"628.0237 / 24.64",0.0047114,0.0056018
"628.0610 / 1.07",0.0028282,0.0040799
"628.1773 / 20.97",0.0021036,0.0021409
"628.2956 / 15.45",-0.01217,-0.014975
"628.2959 / 11.33",-0.010365,-0.018273
"628.3379 / 7.70  M-H-",-0.012682,-0.01598
"628.3664 / 16.56",-0.013896,-0.013908
"628.4027 / 11.35",-0.011419,-0.016193
"629.0561 / 1.06",0.0044088,0.00029921
"629.2310 / 20.43  2MNa-2H-",-0.0079652,-0.010856
"629.2678 / 7.43",-0.013595,-0.016443
"629.2894 / 15.93  MNa-2H-",-0.012817,-0.015933
"629.2906 / 8.71",-0.010151,-0.01263
"629.2964 / 14.41  M-2H2-",-0.010975,-0.014685
"629.3134 / 16.03",-0.012874,-0.012815
"629.3143 / 13.68",-0.013245,-0.017231
"629.3240 / 12.16",-0.010249,-0.017698
"629.3263 / 14.71",-0.013929,-0.014807
"629.3293 / 20.97  MNa-2H-",-0.0087704,-0.015846
"629.3449 / 9.29",-0.012185,-0.015091
"629.3690 / 16.59",-0.013261,-0.014592
"630.2625 / 15.74",-0.01433,-0.01544
"630.2702 / 5.42",-0.0085974,-0.014098
"630.2728 / 16.91",-0.013199,-0.016041
"630.2965 / 18.85",-0.013299,-0.015644
"630.3236 / 17.83",-0.012545,-0.015932
"630.3251 / 14.75",-0.012801,-0.016463
"630.7752 / 17.54  M-2H2-",-0.011026,-0.018017
"631.1976 / 23.48",0.010848,0.0046148
"631.2420 / 23.67",-0.0059216,-0.018108
"631.3276 / 17.80  MFA-H-",-0.011794,-0.01525
"631.3452 / 19.65",-0.011155,-0.015201
"632.2053 / 1.59",0.0091282,-0.0083018
"632.2858 / 14.03  MNa-2H-",-0.010625,-0.016365
"632.2874 / 14.63  MNa-2H-",-0.011528,-0.017456
"632.2896 / 19.64",-0.010864,-0.012025
"632.3041 / 12.34",-0.0086764,-0.01669
"632.3248 / 5.99",-0.011721,-0.015302
"632.3401 / 8.52",-0.0083392,-0.015446
"632.3793 / 14.46",-0.0092546,-0.011383
"632.8675 / 15.23",-0.011685,-0.014581
"633.0345 / 29.71  2MNa-2H-",-0.0038321,-0.0065475
"633.0347 / 12.48",-0.0092337,-0.010312
"633.0347 / 8.57  2MNa-2H-",-0.0011858,0.008329
"633.0348 / 10.83  2MNa-2H-",0.00352,-0.0025585
"633.0350 / 20.29",0.00039202,1.7876e-05
"633.0351 / 9.70  2MNa-2H-",-3.4997e-05,-0.0072563
"633.0356 / 21.46  M-H-",-0.0043542,0.0028704
"633.0362 / 1.33",0.0048425,-0.0052145
"633.0363 / 16.29  4M3Na-4H-",-0.0015293,-0.0071384
"633.0363 / 17.66  4M3Na-4H-",-0.007578,-0.015411
"633.0364 / 26.99  4M3Na-4H-",-0.0043924,0.001755
"633.0365 / 14.92",-0.0033063,-0.015764
"633.0366 / 23.78",0.0072875,0.005987
"633.0367 / 16.80",-0.006343,-0.015618
"633.0368 / 19.64  4M3Na-4H-",0.003653,-0.012843
"633.0368 / 20.81",-0.00077349,-0.0038952
"633.0371 / 18.69",-0.0075567,-0.016445
"633.0374 / 27.96  4M3Na-4H-",0.0014598,0.0010688
"633.0376 / 11.37  2MNa-2H-",-0.0038838,-0.0015037
"633.0376 / 13.10  2MNa-2H-",-0.0055748,-0.013186
"633.0376 / 25.89  4M3Na-4H-",0.0024391,0.009267
"633.0382 / 11.90",0.00023889,-0.00072817
"633.0382 / 14.14",-0.00016137,-0.0091434
"633.0389 / 22.22  4M3Na-4H-",-0.0043431,-0.0029167
"633.0389 / 22.91  2MNa-2H-",0.0026845,-0.0024487
"633.0393 / 25.12  2MNa-2H-",0.0034613,0.0081224
"633.2608 / 3.61  MNa-2H-",-0.010947,-0.0095066
"633.2900 / 14.09",-0.011052,-0.015269
"633.3344 / 10.74",-0.0095317,-0.016299
"633.3615 / 18.85",-0.011486,-0.016801
"634.0390 / 23.61",0.001537,0.0069029
"634.0391 / 20.96",0.0013927,0.0053264
"634.0392 / 1.25",0.0040685,-0.004969
"634.0394 / 22.98",0.0011978,-0.0056777
"634.0395 / 25.44",-0.002453,-0.00082791
"634.0404 / 26.12",-0.0015691,-0.0025684
"634.0405 / 24.89",0.0033924,0.001988
"634.0405 / 27.44",-0.005393,0.0077316
"634.0406 / 21.47  M-",0.0017519,-0.00079845
"634.0419 / 24.16",0.0058701,0.0042938
"634.2771 / 18.95  M-H-",-0.014329,-0.012036
"634.3441 / 18.82",-0.013123,-0.016923
"635.1248 / 21.53",0.0073879,0.0022053
"635.2667 / 16.03",-0.0095025,-0.015791
"635.3047 / 17.17",-0.0097867,-0.017617
"635.3373 / 18.75  MNa-2H-",-0.014049,-0.015893
"635.3406 / 19.56",-0.013555,-0.015628
"635.8044 / 18.32",-0.0084168,-0.0099529
"636.0008 / 21.56",0.0027651,-0.0012937
"636.2628 / 10.20  M-H-",-0.013972,-0.015279
"636.2980 / 3.13  M-2H2-",-0.012787,-0.013238
"636.3216 / 14.06",-0.012796,-0.011155
"636.3357 / 19.68",-0.014211,-0.015701
"637.2174 / 23.49",0.011267,0.0066114
"637.2431 / 10.96  MNa-2H-",-0.010569,-0.018647
"637.2708 / 8.89",-0.0062787,-0.016637
"637.2958 / 23.24",-0.00029747,-0.0075156
"637.3001 / 17.96",-0.010516,-0.018492
"637.9975 / 21.59",-0.004301,-0.00081224
"638.2952 / 19.90",-0.010394,-0.013303
"638.3513 / 16.44",-0.011503,-0.017853
"639.1807 / 24.23",0.0045956,0.0035741
"639.3007 / 10.37",-0.01205,-0.015106
"639.3447 / 13.80  M-H-",-0.013629,-0.015252
"639.3448 / 16.47",-0.0099823,-0.017552
"639.3460 / 14.54  M-H2O-H-",-0.013347,-0.015072
"639.3470 / 15.23  M-H-",-0.0068352,-0.012836
"640.2616 / 20.62  MNa-2H-",-0.01137,-0.010079
"640.2648 / 19.90  MNa-2H-",-0.011606,-0.01394
"640.3297 / 1.97",-0.012334,-0.015379
"640.8367 / 13.14",-0.01014,-0.017678
"641.2907 / 16.69  MNa-2H-",-0.010477,-0.013795
"641.3266 / 12.32  MNa-2H-",-0.011287,-0.017062
"641.3381 / 13.10",-0.011239,-0.018544
"641.3525 / 15.85",-0.013363,-0.014657
"641.7850 / 19.13  M-2H2-",-0.009728,-0.014787
"641.8145 / 14.63  M-2H2-",-0.013144,-0.01388
"642.2718 / 20.20  M-2H2-",-0.01169,-0.0072416
"642.3234 / 13.15",-0.0096639,-0.015305
"642.3237 / 11.55",-0.0084266,-0.016562
"642.3452 / 15.87  M-H-",-0.013032,-0.013719
"642.3462 / 19.65",-0.013837,-0.01653
"642.3841 / 10.36",-0.01165,-0.016993
"642.4210 / 13.95",-0.0061879,-0.011551
"643.0385 / 1.05",-0.0034824,-0.0047413
"643.1244 / 22.05",0.0078441,0.0041973
"643.3050 / 2.69  2MK-2H-",-0.0141,-0.015453
"643.3250 / 2.60",-0.012542,-0.015943
"643.3297 / 9.78",-0.01115,-0.017548
"643.3405 / 7.67",-0.010742,-0.018392
"643.3416 / 12.67  M-H-",-0.011672,-0.016329
"643.3419 / 8.67",-0.0094417,-0.017653
"644.2695 / 17.13",-0.0070629,-0.011904
"644.2744 / 18.09",-0.010132,-0.016718
"644.2893 / 6.49",-0.012612,-0.016376
"644.3251 / 15.81",-0.011907,-0.013906
"644.3271 / 2.57",-0.011663,-0.018165
"644.3637 / 10.54  M-H-",-0.011121,-0.014683
"644.7694 / 17.70",-0.013278,-0.016818
"644.8382 / 16.15",-0.010345,-0.012774
"645.0393 / 1.04",-0.001871,-0.0083303
"645.2500 / 20.96  M-H-",-0.0032331,-0.014219
"645.2853 / 8.22",-0.0093147,-0.0139
"645.3232 / 15.23",-0.0098829,-0.01865
"646.3209 / 22.73  MNa-2H-",0.00043942,-0.011814
"647.2394 / 22.97",-0.0067688,-0.012603
"647.3007 / 13.59  MNa-2H-",-0.012348,-0.011983
"647.3373 / 15.68  MNa-2H-",-0.009372,-0.012362
"648.2982 / 11.06",-0.010402,-0.018585
"648.3016 / 17.29",-0.010471,-0.015428
"648.3704 / 14.18",-0.011306,-0.01872
"648.8323 / 15.89",-0.0055062,-0.011003
"649.0098 / 1.33  2MK-2H-",-0.0069398,-0.0076398
"649.1446 / 22.05",0.0090845,0.0063132
"649.2864 / 9.70",-0.011218,-0.015425
"650.2793 / 11.97",-0.010321,-0.016877
"650.3222 / 7.73  MNa-2H-",-0.0082283,-0.013328
"650.3301 / 12.99",-0.010632,-0.017988
"650.3502 / 10.14",-0.01241,-0.017938
"650.3558 / 16.63",-0.011393,-0.013907
"650.7888 / 14.67",-0.0074003,-0.012882
"651.2652 / 14.68",-0.015382,-0.009567
"651.2979 / 4.79",-0.0095277,-0.016015
"651.2992 / 18.88",-0.011755,-0.017406
"652.1948 / 21.76",0.0077961,0.00096494
"652.2452 / 10.33",-0.010358,-0.018038
"652.2834 / 9.66",-0.011077,-0.01639
"652.2942 / 1.97",-0.012241,-0.01647
"652.7749 / 19.13  M-2H2-",-0.0084321,-0.013198
"653.1327 / 10.26",-0.013194,-0.013118
"653.1831 / 5.71  2M-H-",-0.0040738,-0.0082146
"653.2894 / 22.83",-0.0021735,-0.0072178
"653.2960 / 8.09  M-2H2-",-0.013517,-0.01211
"653.3101 / 19.42  M-H-",-0.013134,-0.016349
"653.3228 / 12.90",-0.011708,-0.014043
"653.8239 / 12.90",-0.0065037,-0.0076913
"654.2993 / 8.78",-0.011803,-0.013014
"654.3568 / 8.18",-0.0097974,-0.012476
"655.2240 / 4.26  3M2Na-3H-",0.0086421,-0.010993
"655.2458 / 23.65",-0.0018237,-0.0070633
"655.3047 / 2.16",-0.009417,-0.018073
"655.3403 / 13.99",-0.012352,-0.016406
"655.3500 / 16.31",-0.010616,-0.018765
"655.3826 / 19.63",-0.012194,-0.016539
"655.4209 / 23.43  M-H-",-0.0071056,-0.0074159
"656.1574 / 7.30",-0.0039079,-0.0046452
"656.2601 / 18.95  MNa-2H-",-0.013273,-0.0091991
"656.2999 / 8.80",-0.0059923,-0.0053659
"656.3310 / 20.30  M-2H2-",-0.01206,-0.013067
"656.3749 / 8.64  M-H-",-0.0060668,-0.012158
"657.2810 / 18.72  M-2H2-",-0.011752,-0.01612
"657.2977 / 8.08",-0.012217,-0.016584
"657.3100 / 12.14  MK-2H-",-0.012707,-0.014858
"657.3185 / 7.75",-0.012484,-0.017145
"657.3201 / 8.38",-0.012856,-0.01388
"657.3591 / 14.83  M-H-",-0.011557,-0.01412
"657.3832 / 18.51",-0.0079669,-0.015552
"658.2837 / 18.59",-0.012978,-0.012748
"658.3413 / 10.67",-0.010896,-0.013043
"658.3555 / 19.48",-0.014211,-0.015154
"658.3685 / 10.96",-0.009318,-0.013713
"658.4035 / 9.92",-0.0070264,-0.014827
"658.7886 / 11.65  M-2H2-",-0.0070665,-0.013707
"659.0184 / 1.07",-0.0089884,-0.0032531
"659.2337 / 23.91",0.0032592,0.0026278
"659.2511 / 15.17",-0.01082,-0.018027
"659.2648 / 13.78",-0.0083094,-0.013426
"659.3523 / 5.10",-0.0073949,-0.014545
"659.3643 / 14.80",-0.012416,-0.014322
"659.3744 / 19.64",-0.013865,-0.014824
"660.2773 / 14.44",-0.0091217,-0.016372
"661.3164 / 16.47",-0.011032,-0.015227
"661.3177 / 8.56  MFA-H-",-0.011194,-0.018341
"661.3266 / 13.83  MNa-2H-",-0.011656,-0.014065
"661.3285 / 15.23  MNa-2H-",-0.0087595,-0.01508
"661.3414 / 10.10  MAcO-H-",-0.012048,-0.012595
"661.3477 / 22.10  3M2Na-3H-",-0.00074044,0.0032094
"661.3564 / 16.98",-0.010645,-0.018402
"661.3566 / 18.15",-0.013349,-0.013632
"662.2214 / 20.77",-0.0099047,-0.013021
"662.3157 / 16.27",-0.010789,-0.016275
"662.3581 / 18.15",-0.01262,-0.013141
"663.1560 / 22.44",0.0083067,0.0003754
"663.2781 / 7.70",-0.011122,-0.018003
"663.3166 / 17.54",-0.0074749,-0.014407
"663.3346 / 9.78",-0.011291,-0.018874
"664.2593 / 8.28",-0.010062,-0.0076023
"664.2924 / 19.01",-0.012916,-0.014424
"665.2502 / 23.92",0.0037275,0.0041593
"665.2926 / 15.33",-0.0099766,-0.016636
"665.3145 / 13.36",-0.010706,-0.014413
"665.3238 / 17.20  M-H-",-0.014387,-0.014278
"665.3613 / 10.32  M-H-",-0.011443,-0.017697
"665.3644 / 12.38",-0.0068814,-0.0073172
"666.3289 / 17.26  M-",-0.013259,-0.015942
"666.3456 / 10.54  MNa-2H-",-0.010263,-0.014698
"666.3576 / 9.66",-0.013363,-0.015501
"667.0535 / 1.12",0.0090215,-0.013809
"667.1906 / 22.62",0.012707,-0.0044463
"667.3409 / 7.89  M-H-",-0.013338,-0.015361
"667.8575 / 16.94",-0.010274,-0.015481
"668.3600 / 20.14",-0.011086,-0.011445
"668.3623 / 16.25",-0.0072684,-0.013535
"669.0518 / 1.12",0.0099747,-0.011224
"669.2723 / 8.46",-0.0067096,0.00041715
"669.3467 / 19.20",-0.013331,-0.0163
"669.7781 / 11.65",-0.0063337,-0.012731
"669.7978 / 17.13  M-2H2-",-0.010129,-0.014896
"670.3053 / 9.25",-0.010196,-0.01832
"670.3904 / 10.37",-0.012642,-0.01593
"670.4229 / 15.58",-0.013958,-0.014352
"671.0479 / 1.14",0.0080661,-0.016776
"671.2394 / 23.00",-0.0056339,-0.012546
"671.3250 / 13.84  MFA-H-",-0.011133,-0.018497
"671.3439 / 18.87  M-H-",-0.010971,-0.017707
"671.3724 / 12.52",-0.01216,-0.016346
"671.3901 / 13.98",-0.013588,-0.013144
"671.4093 / 19.19",-0.0098146,-0.015652
"671.5235 / 24.30",0.0015865,-0.0015525
"672.2691 / 18.79  M-H-",-0.013991,-0.015451
"672.3221 / 13.10",-0.012094,-0.014663
"672.8620 / 19.63",-0.0069209,-0.015177
"673.2323 / 1.62",0.009482,-0.016733
"673.3128 / 7.32  MAcO-H-",-0.0093798,-0.016318
"673.3228 / 19.64",-0.011288,-0.016296
"673.3465 / 16.00",-0.011607,-0.016273
"673.3466 / 17.58  M-2H2-",-0.011065,-0.015043
"673.3769 / 19.10  MAcO-H-",-0.013474,-0.015274
"673.8531 / 12.47  M-2H2-",-0.0044181,-0.008256
"674.1844 / 21.70  M-H-",-0.00264,-0.0039018
"674.2714 / 18.75",-0.012434,-0.015846
"674.3147 / 16.85  M-H-",-0.013501,-0.016372
"674.3315 / 17.33",-0.013002,-0.015781
"674.3719 / 13.10",-0.010149,-0.014159
"674.9925 / 1.07",-0.011991,0.0082687
"675.1649 / 5.68  2MNa-2H-",-0.0045657,-0.0081255
"675.2903 / 19.42  MNa-2H-",-0.012736,-0.01452
"675.3112 / 23.58",0.00040716,-0.0075116
"675.3141 / 19.23  M-2H2-",-0.012569,-0.016077
"675.3273 / 20.11",-0.0095084,-0.011852
"675.3814 / 14.51",-0.0090091,-0.015174
"675.7961 / 14.14",-0.0036404,-0.0085946
"676.0917 / 6.02",-0.0038376,-0.0076137
"676.2969 / 18.78  M-H-",-0.014226,-0.01379
"676.3687 / 18.49",-0.011308,-0.015473
"676.8661 / 10.72  M-2H2-",-0.0089754,-0.014917
"677.1724 / 22.78",0.0067103,0.0022044
"677.3196 / 19.58  M-2H2-",-0.013773,-0.012156
"677.3392 / 18.40  M-2H2-",-0.011974,-0.014348
"677.3533 / 16.07",-0.011853,-0.014141
"678.3197 / 2.42",-0.011833,-0.016181
"678.3296 / 19.18",-0.012873,-0.014559
"678.3460 / 10.24  M-H-",-0.0078318,-0.015948
"678.3462 / 6.74",-0.0079047,-0.0087444
"678.3471 / 16.76  M-H-",-0.012601,-0.010165
"678.3552 / 8.64  MNa-2H-",-0.0082159,-0.015051
"678.3651 / 12.58",-0.012809,-0.01508
"679.1591 / 22.09",0.0045112,0.010736
"679.2447 / 22.13",-0.0039664,-0.011564
"679.2920 / 12.14  M-H-",-0.011965,-0.012999
"679.2923 / 16.19",-0.011394,-0.01565
"679.3058 / 5.17",-0.0069253,-0.0099779
"679.3303 / 17.70",-0.01043,-0.016664
"679.3500 / 16.73",-0.013345,-0.011584
"679.4260 / 2.47",-0.0068714,-0.014859
"680.2669 / 11.24",-0.010615,-0.01779
"681.2833 / 7.66  M-H-",-0.011777,-0.01589
"681.2908 / 17.20",-0.010541,-0.018655
"681.2914 / 19.76  M-H-",-0.0089322,-0.013735
"681.3233 / 15.17",-0.012626,-0.015686
"681.3944 / 15.96",-0.0092421,-0.017755
"682.2886 / 7.68  M-",-0.013773,-0.015991
"682.3515 / 11.79",-0.013543,-0.016356
"682.3881 / 11.53  M-H-",-0.012706,-0.012876
"682.4133 / 18.85",-0.011414,-0.017277
"682.7963 / 12.58",-0.01042,-0.012295
"683.3516 / 13.94",-0.0094613,-0.017267
"683.3716 / 15.42",-0.0082151,-0.015201
"683.3731 / 11.24",-0.011938,-0.0055227
"683.7909 / 11.61  M-2H2-",-0.0033888,-0.009301
"684.3080 / 19.46",-0.011521,-0.018069
"684.3378 / 17.58",-0.0097029,-0.012283
"684.3682 / 13.26",-0.010175,-0.014244
"684.3904 / 19.73",-0.012135,-0.017257
"684.4405 / 2.42",-0.012536,-0.016396
"684.8442 / 12.47  M-2H2-",-0.0053976,-0.0087026
"685.1713 / 23.03",0.0066611,0.00087382
"685.3525 / 18.05  M-H-",-0.013651,-0.015551
"685.8395 / 18.82",-0.011858,-0.012728
"686.2954 / 20.55  M-H-",-0.013902,-0.012927
"686.3064 / 19.23  M-2H2-",-0.011716,-0.016349
"686.3254 / 9.37",-0.011543,-0.015734
"686.3711 / 14.03",-0.010003,-0.017136
"686.3715 / 13.27",-0.011909,-0.00947
"686.3984 / 16.91",-0.0093118,-0.016369
"687.0263 / 1.14",-0.00861,-0.001282
"687.1589 / 22.54",-0.0091723,0.0067872
"687.1975 / 22.26",0.011422,-0.0056726
"687.2328 / 22.71",0.00064447,-0.0021123
"687.2644 / 24.30",0.0031941,-0.0032647
