"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"129.0659 / 10.59",2.9833e-05,-0.016593,0.012587,0.00067403,0.017315,-0.019497,0.01854,0.0015507
"129.1021 / 1.04",0.0067682,-0.013877,0.011312,-0.0061394,-0.00055875,0.00026223,-0.011294,0.0012217
"129.1385 / 1.00  MNH4",0.0083318,-0.0047147,0.0054423,-0.0044184,-0.0020452,-0.0016393,0.0019806,-0.0040942
"130.0498 / 4.13",0.00093574,-0.019058,0.012096,-0.0041148,0.0028961,-0.0013776,-0.0050918,-0.012907
"130.0500 / 11.84",0.00041042,-0.019041,0.013911,-0.014806,0.0050623,-0.0017118,0.025653,-0.0062813
"130.0501 / 1.43  MH",-6.0339e-05,-0.0089586,-0.00105,-0.002954,0.0051012,-0.0027449,-0.0010388,-0.0033377
"130.0501 / 10.59  MH",0.00097036,-0.015291,0.0095492,-0.0013429,0.00828,-0.0072692,0.0079307,-0.01149
"130.0502 / 2.26",0.00096722,-0.0088693,0.0034852,-0.0042397,0.0059877,-0.0079759,0.0010453,-0.00053628
"130.0649 / 18.67",0.0023005,-0.0088846,0.011695,-0.0056667,0.017826,0.0017079,0.0064183,-0.014829
"130.0652 / 14.84",-0.0014096,-0.0065813,0.0053706,-0.0067522,0.015524,-0.017456,0.0079565,0.0025681
"130.0861 / 1.12  MH",0.0029971,-0.018101,0.00081702,-0.0066803,0.0093004,-0.0043925,-0.0029826,-0.010629
"130.0868 / 1.80",8.2503e-05,-0.010101,-0.0002436,-5.2358e-05,0.0024251,-0.0071058,-0.0035995,-0.001162
"130.1562 / 0.11",-0.0042691,-0.003524,0.011676,0.013617,0.0072421,-0.018,-2.2865e-05,-0.013312
"130.1562 / 10.18",-0.0038901,0.011,-0.0074097,-0.021003,-0.0027447,0.0011091,0.014232,-0.0044335
"130.1579 / 4.88",-0.00054736,0.0014368,0.0079272,0.0018512,-0.01502,0.01675,-0.0015403,-0.011263
"130.1589 / 8.84",0.0032229,-0.016534,0.0092549,0.027889,-0.002215,-0.002723,-0.0070626,0.017423
"130.1589 / 9.37",0.00020473,-0.0098369,-0.0047463,0.0092831,0.0022,-0.011136,-0.020726,-0.017624
"130.9632 / 2.66",-0.0081164,0.0093748,0.008633,-0.013146,0.010125,-0.0087859,-0.0098371,0.0017432
"130.9633 / 0.43",0.0010139,-0.016178,-0.0017009,-0.008054,-0.00046897,0.032693,0.010465,-0.042451
"130.9634 / 31.83",0.00013197,-0.0001135,0.00043011,0.0077577,-0.008465,-0.0013898,-0.010733,0.0042185
"130.9984 / 17.69",-0.0035555,-0.0045641,-0.011573,0.011221,-0.0042254,-3.2415e-05,-0.017239,-0.009352
"130.9985 / 0.29",-0.0011404,0.0054441,0.01278,0.013705,0.010022,-0.022874,0.0047279,-0.0033501
"130.9988 / 12.84",0.0027979,-0.010242,0.0059023,0.0014599,-0.010527,-0.017044,0.023825,0.006492
"130.9993 / 14.05",0.0043059,0.0072997,-0.014176,0.0066618,-0.020912,-0.00396,0.0086497,0.0077563
"131.0493 / 2.80",0.00061413,-0.011619,0.0035627,-0.0045048,0.0030399,-0.0011362,0.0010823,-0.0044332
"132.0445 / 2.30  MNH4",0.0017754,-0.01836,0.0020107,0.00031107,0.014581,-0.0085489,0.0064706,0.00043565
"132.0775 / 1.50",-0.00058812,-0.010066,0.001656,0.00017849,0.0014862,0.00026782,0.0026997,-0.0031637
"132.0809 / 4.22",0.00059134,-0.011886,0.0039285,-0.007097,0.003185,-0.00047111,0.0004493,-0.0043269
"132.1025 / 1.91",0.0013392,-0.0096513,0.0033275,-0.0035995,0.0021897,-0.0010432,-6.5349e-05,-0.0041888
"132.9043 / 0.47",-0.0051105,-0.00078767,0.0029002,0.0054357,0.0061742,-0.0041555,-0.0050404,0.0062903
"132.9554 / 16.23",0.0038437,-0.0046895,0.013108,-0.021466,-0.0079159,0.0072425,-0.012587,0.011165
"132.9554 / 4.53",-0.0062259,-0.00058343,0.010968,-0.016118,0.013439,0.0018537,0.022072,0.017346
"132.9555 / 29.53",-0.0001797,0.00088808,9.4411e-06,-7.3974e-05,0.00019251,-0.00084329,-0.001789,0.0014285
"132.9567 / 17.82",0.0046684,0.0016183,0.0074405,-0.020974,0.012655,-0.0013226,-0.0060525,0.020239
"132.9579 / 13.28",0.0050172,-0.0029936,-0.009405,-0.011507,0.010702,0.011952,0.0078645,-0.0038075
"132.9582 / 7.42",0.00078768,-0.0004838,-0.0058677,0.01137,0.0027112,-0.0045587,0.035895,-0.016836
"132.9582 / 9.59",-0.0020806,-0.004977,-0.0024023,0.002071,0.0024932,0.0053823,0.00093107,-0.003544
"132.9583 / 12.07",0.0070933,-0.0043148,0.0062948,-0.0067087,0.010246,-0.0063256,-0.0076306,0.0062381
"132.9584 / 10.23",0.0019259,-0.00685,0.019318,-0.0054489,0.022605,-0.019708,0.014295,-0.0038633
"132.9584 / 8.42",4.1687e-05,0.00064327,-0.0034256,-0.0047928,-0.0068281,-0.0047817,0.019707,-0.0038034
"132.9585 / 6.44",0.0018109,-0.0076631,0.021658,-0.0075003,-0.017975,-0.0066009,0.0040921,-0.012351
"132.9586 / 2.69",-0.00065631,-0.0004929,0.0013709,-0.0026382,-0.00054733,-0.0011847,-0.0050609,0.002746
"132.9587 / 0.02",-0.0003804,0.00083773,-0.00052108,-0.0030784,0.00030602,-0.00051401,-0.0044973,0.0042846
"132.9587 / 1.87",-0.00091577,0.00014273,0.0040811,0.00075314,0.0015388,-0.0029035,-0.0051706,-0.0036396
"132.9588 / 0.80",-0.00087777,0.0010377,0.00075866,0.00031716,-0.0016184,-0.0011236,-0.0059231,0.0014774
"132.9588 / 19.96",0.006029,-0.0032325,-0.0067533,-0.0032344,0.010129,0.0048661,-0.00026614,0.0070236
"132.9589 / 14.28",-0.00058341,-0.012384,0.022564,0.0073294,0.0013212,0.0004168,0.0015333,-0.017704
"132.9589 / 3.68",-0.0031258,0.0095272,0.002845,-0.0065594,0.016246,0.011848,0.00090091,-0.0016502
"132.9590 / 12.68",0.0082709,-0.0014124,-0.011378,0.0028109,-0.0024814,0.013209,-0.010135,0.016602
"132.9591 / 5.20",0.0037281,-0.0052615,0.00099842,0.0099546,-0.0026125,0.002966,-0.010719,-0.0052441
"133.0315 / 1.77  MH",0.0008096,-0.020571,-0.0043684,-0.015515,-0.002348,-0.0026231,-0.0084042,-0.0055112
"133.0318 / 1.04",0.00031911,-0.0097988,-0.0060117,0.0016692,0.00972,-0.0085875,-0.0038245,-0.0016343
"133.9596 / 8.44",-0.00012616,-0.0050975,-0.0079959,0.001815,-0.0041714,-0.001498,-0.0036532,-0.013288
"133.9608 / 9.32",0.0027046,-0.0024192,-0.0066609,0.0064836,-0.0010648,-0.0018647,0.0060831,-0.010648
"134.0602 / 6.89",-6.7148e-05,-0.0053704,0.0051712,-0.012547,0.013645,-0.015555,0.0098507,-0.0068174
"134.9298 / 1.80",-0.00043267,0.0042931,0.0042581,-0.0033037,-0.00028563,6.5278e-05,-0.0068823,0.0024131
"135.0028 / 1.76",-0.0023436,0.013576,0.0012281,-2.9899e-05,0.0080301,-0.010398,0.010823,0.0070989
"135.0303 / 3.15  MH",0.0035725,-0.007173,-0.0033937,0.012894,-0.0062083,0.00030444,0.010833,-0.0061916
"135.0806 / 17.12",-0.0010489,0.0051673,-0.0087849,0.0089464,-0.0040337,0.00074442,-0.0085044,-0.0026983
"136.0146 / 4.13  MH",0.004758,-0.0044477,0.0052884,-0.0059753,0.0052708,-0.0025769,0.00076831,-0.0012133
"136.0394 / 5.38",-0.0044531,-0.0048853,0.014612,0.011343,0.014356,-0.0091612,0.017326,0.003197
"136.0399 / 7.76  MH",-0.0030669,-0.023444,0.0083795,0.0045479,0.0076241,-0.009146,0.0099315,-0.015641
"136.0480 / 1.45  MNa",-0.0022608,-0.012792,0.001969,0.0010782,0.003082,-0.0071668,0.00801,-0.005411
"136.0605 / 3.72",0.0026745,-0.018758,-0.0027404,0.00042324,0.010169,-0.0080011,0.0087248,-0.0037442
"136.0623 / 5.91",0.002305,-0.019551,-0.012905,0.015482,-0.0058162,-0.0099576,-0.0054742,-0.014701
"136.0736 / 8.30  MNa",0.0021732,0.0083194,-0.010872,0.0068305,-0.026332,-0.0020742,-0.0035692,0.0086937
"136.0754 / 6.11",0.004674,-0.020205,-0.0092445,0.031267,-0.015689,-0.00019678,0.011151,-0.00068058
"136.0757 / 10.59",0.0021264,-0.020404,0.0127,0.0021446,0.009931,-0.003429,0.00097391,-0.0085194
"136.0759 / 7.69",0.0035903,-0.022211,0.017571,0.012533,0.017973,-0.013064,0.0041963,0.0045661
"136.0762 / 2.10  MNH4",0.00059143,-0.0099638,0.0023505,-0.0055579,0.0042876,-0.0010123,0.00070151,-0.0018013
"136.0762 / 3.04",0.0026254,-0.0081341,0.0070608,-0.0044729,0.0085679,-0.0057085,0.0024919,0.0011243
"136.0762 / 4.48",0.0027613,-0.016648,-0.0031746,0.0084764,0.01201,-0.00065272,0.0018416,-0.0039828
"137.0458 / 4.97",0.0076991,-0.0009391,-0.0075265,0.022714,-0.0233,-0.016582,-0.0016172,0.00090014
"137.0462 / 5.97",0.0061161,-0.013429,0.015265,0.0028173,-0.0020085,-0.0014262,0.0065544,-0.014287
"137.0464 / 4.45",0.0069865,-0.014114,0.00054647,-0.0019472,0.00086351,-0.0020521,-0.00026896,-0.0072134
"137.0465 / 3.88  MH",0.0044221,-0.0042403,0.0037257,-0.0024121,0.0011975,0.00012158,0.0014497,-0.0033594
"137.0596 / 6.92",-0.0020693,-0.023374,0.0059077,-0.015745,0.020751,-0.024536,0.0091384,-0.0041755
"137.0599 / 9.88",0.0030108,-0.016517,0.0081509,-0.0039937,-0.0073409,-0.00054764,0.018461,0.0084232
"137.0602 / 4.83",0.0069086,-0.021175,0.00050758,0.012421,-0.00032607,0.0052548,0.009933,-0.0027315
"137.0792 / 2.16",0.00049014,-0.010928,0.0022341,-0.006208,0.0051249,-0.0016788,0.0010681,-0.0019442
"138.0480 / 3.92",0.0048737,-0.0042943,0.0040581,-0.0026238,0.0013706,-0.00062909,0.0019678,-0.0030001
"138.0549 / 9.31",0.00070718,-0.0015184,0.0015889,0.033432,-0.0047724,-0.0092823,0.021072,-0.017806
"138.0551 / 1.80",0.00067649,-0.006916,0.0012022,-0.00034312,-0.0014925,6.8458e-05,0.0027955,-0.0061053
"138.0553 / 10.70",0.008217,-0.0092401,-0.0094569,-0.01525,0.0056088,-0.00037204,-0.0066111,0.01198
"138.0660 / 2.88  MNH4",0.0037432,-0.016504,0.0099406,-0.0092766,-0.0091754,-0.022024,-0.010051,-0.0037594
"138.0664 / 12.44",-0.0056431,-0.029224,0.019695,0.0041095,0.025848,-0.011343,0.015876,-0.0068627
"138.0666 / 17.46  M",-0.0061566,-0.029069,0.013486,-0.0011219,0.0062329,0.0067043,0.013315,0.0055657
"139.0019 / 2.02",-0.0011818,-0.011201,-0.009931,0.0041898,0.02664,-0.017408,-0.00097655,-0.002153
"139.0389 / 13.51",-0.0039778,0.0036952,-0.0062846,0.016078,-0.020172,0.013039,0.0057541,-0.0069829
"139.0391 / 10.09",-0.0054888,-0.013575,0.00797,-0.0067496,0.010517,-0.0099434,0.011302,-0.0090175
"139.0498 / 4.10",0.0043355,-0.0092053,0.0042167,0.0015524,0.0016022,-0.0028676,0.00056337,-0.011481
"139.0501 / 5.59",0.00014232,-0.019334,0.0031839,-0.00071606,0.00842,-0.0060202,0.0076376,-0.0099974
"139.0723 / 17.68",-0.00096245,0.00026361,-0.00055801,-0.00026733,0.0011159,7.0091e-05,0.00078069,-0.00040933
"139.0751 / 17.02  MH",-0.0076788,0.010054,-0.011107,0.0045367,0.015767,-0.0066451,-0.0042364,-0.00472
"139.1125 / 22.62",-0.00077715,0.00018921,-0.00013504,-0.0004543,0.003093,0.00061421,0.00025235,0.00016063
"140.0165 / 5.43",0.0082942,-0.0012827,0.012225,-0.018072,-0.012884,-0.027933,0.020613,-0.011121
"140.0694 / 1.53",-0.00089035,-0.009336,-0.0017064,-0.0030341,0.0047524,-0.0088617,0.0024654,-0.0025393
"140.0707 / 6.96  MH",-0.0018067,-0.015735,0.0012923,0.0081106,0.0052275,0.0025049,0.010078,-0.020836
"141.0185 / 1.65",-0.0060672,-0.0051873,-0.017499,0.01537,-0.0017028,-0.0016142,-0.0076331,0.0057976
"141.0367 / 1.04",0.00069769,-0.0075807,-0.0030429,0.00050448,0.0074784,-0.0037555,-0.0024087,-0.002717
"141.0404 / 2.87",-0.00060503,-0.0064603,0.0013242,-0.0011845,0.0046768,-0.0072878,0.0033451,-0.002024
"141.0659 / 1.51",0.00012761,-0.015823,0.0001899,-0.0036949,0.0029553,-0.0090681,0.0062889,-0.011864
"142.0612 / 3.28",-0.0019091,-0.021795,-0.0026157,-0.015932,-0.00322,-0.0024148,0.0065519,-0.011887
"142.1224 / 1.87",0.006248,-0.004948,0.016582,-0.01339,0.0015316,-0.0050128,-0.0094032,-0.0031257
"142.1226 / 3.49",0.0017873,0.0035312,0.010371,0.01465,-0.0086648,0.019761,0.0022578,-0.00040863
"143.0156 / 2.71",-0.00067254,-5.488e-05,0.0029212,-0.003828,0.00034134,0.00082123,0.00029848,-0.00069113
"143.0158 / 15.99",0.001154,0.0040527,0.0075925,0.0065817,-0.026778,0.0034543,-0.018822,-0.0050929
"143.0181 / 15.24",0.0010331,0.0034074,-0.001987,-0.017881,-0.035606,0.013918,0.0041287,0.0026674
"143.0183 / 6.99",-0.0065815,-0.013008,0.011583,0.0069909,-0.0024061,-0.00945,0.0019961,-0.023351
"143.0186 / 19.53",0.00018172,0.0024399,-0.0018913,-0.010712,0.0084091,-0.0035508,-0.0058267,0.0013216
"143.0187 / 8.20  MH",-0.0024058,0.011689,0.00072177,0.010276,-0.0066423,0.012127,0.043294,0.0041704
"143.0187 / 9.05",0.00115,-0.0047233,0.031037,0.01142,-0.012353,0.013325,-0.0067586,0.018463
"143.0189 / 0.31  MH",0.00029293,-0.004496,-0.0028261,0.0010408,0.0044707,-0.0025812,-0.0018257,-0.0001721
"143.0189 / 10.38",-0.0024346,-0.0063503,0.0006384,-0.010332,-0.01771,-0.009077,0.0094314,0.0030586
"143.0189 / 11.93",0.003821,0.0073872,0.0069159,-0.01848,0.0018785,0.0089318,-0.010995,0.0056776
"143.0189 / 3.43",-0.005199,0.0061142,-0.015541,0.0015836,0.0072262,0.019333,0.030166,-0.015044
"143.0190 / 4.09",0.0019182,0.0049928,0.015188,-0.0082755,-0.017973,-0.0057682,0.023334,-0.020841
"143.0190 / 5.39",-0.0034418,0.0047375,0.0089312,0.013586,0.014299,0.0053012,-0.00086176,-0.0077307
"143.0191 / 18.52",-0.00057885,-0.0023796,0.018793,0.01588,-0.00042079,0.014437,-0.002794,-0.026834
"143.0191 / 29.06",0.001723,0.0019193,-0.0081605,0.0092217,-0.013906,-0.0048667,-0.014624,0.01892
"143.0191 / 31.57",0.0012198,0.00025051,-0.0052271,0.00048587,0.01483,0.0082632,0.0076137,0.0075068
"143.0191 / 6.16",-0.0037087,-0.012776,9.9197e-05,-0.017311,-0.011134,-0.014135,-0.0057066,0.01356
"143.0192 / 12.62",-0.00075169,0.012517,-0.0086903,0.0070744,0.004702,-0.011727,-0.0042692,0.01367
"143.0192 / 14.68",0.0025678,-0.0050235,0.011674,0.00076745,0.0070553,-0.0054483,-0.0017101,-0.0099511
"143.0192 / 16.91",-0.0032951,0.0018157,-0.00072821,0.03312,0.015242,0.00092788,-0.00048268,-0.0021924
"143.0193 / 4.62",0.0034129,-0.0061195,-6.0937e-05,0.021624,-0.027346,-0.0040013,0.01563,-0.00065814
"143.0194 / 10.98",0.0061274,0.0016809,0.002578,-0.0034897,0.0053655,0.015704,-0.012276,0.0010241
"143.0195 / 1.10  MH",0.00052533,-0.0072109,-0.0044786,0.00074488,0.0070151,-0.003779,-0.0021312,-0.0012556
"143.0195 / 13.69",0.0014992,0.00043228,0.02123,0.0095614,0.023006,-0.0029689,0.0040295,0.019647
"143.0722 / 4.22",0.00054751,-0.012437,0.0040892,-0.0075391,0.0032997,-0.00026688,0.00033372,-0.0040974
"143.1182 / 10.44  MNH4",0.0033605,-0.027836,0.00080775,0.0018033,0.01377,0.0014259,0.0045982,-0.0092706
"143.1184 / 2.28  MNH4",0.017766,0.0010607,0.0013743,-0.0018973,0.005631,-0.0057221,-0.0029691,-0.011309
"144.0210 / 1.08",0.00040002,-0.0079297,-0.0045297,0.00061639,0.0074351,-0.0044456,-0.0024586,-0.00094012
"144.0622 / 2.39",0.0040816,-0.01428,0.003395,0.0027496,0.016561,-0.0081282,0.0070774,-0.0078662
"144.0653 / 6.99  MNH4",0.0015045,-0.030914,0.0084979,-0.0088651,-0.00082687,-0.00063901,0.00045461,-0.012276
"144.0807 / 4.25",0.00057539,-0.011917,0.0037715,-0.0071709,0.0033052,-0.00025185,0.0002812,-0.0041134
"144.0807 / 7.95",-0.0004685,-0.018505,0.00022112,-0.002132,0.0092667,-0.0091632,0.004214,-0.01066
"144.1020 / 3.84",-0.0014084,-0.029537,-0.00099428,-0.00395,-0.01981,0.0085902,0.014308,-0.00010447
"144.1021 / 1.61  MH",-0.00079321,-0.007962,0.0036566,0.0018798,0.0038921,-0.0049575,0.0044256,-0.0016376
"145.0051 / 10.91",0.0051463,-0.011155,0.012624,-0.003105,-0.014368,0.0040036,0.010823,-0.004583
"145.0059 / 9.17",0.0052529,-0.0032965,0.0054146,0.00050494,-0.026209,0.011136,0.010504,-0.0082889
"145.0061 / 8.66",0.0015815,0.0065285,0.0051336,-0.0023854,-0.01338,0.001239,0.019451,0.015731
"145.0073 / 7.41",0.0042389,0.0026605,-0.0067183,-0.0062847,-0.0026652,0.016179,-0.0003774,-0.038881
"145.0080 / 3.63",0.0062557,-0.012367,-0.009382,-0.017097,-0.0085766,-0.0094449,-0.0020719,0.0076131
"145.0081 / 2.60",-0.00028535,0.00076399,0.00088369,-0.0031982,-0.0010048,0.0033087,-0.00064818,-0.00088499
"145.0081 / 28.61",0.00010912,1.6441e-05,0.00076148,-0.00014813,5.2608e-05,0.00069814,0.00045126,-0.0013216
"145.0082 / 3.13",-0.0064254,0.027497,-0.010341,-0.01652,-0.015535,0.015748,0.011181,-0.0061222
"145.0083 / 0.29",-0.00069547,0.007908,0.0066339,-0.0062765,0.011508,-0.010039,0.009376,0.0018585
"145.0083 / 29.35",7.8492e-05,0.00032681,0.00085095,-0.00012741,-4.0254e-05,0.00068726,0.00043797,-0.00068227
"145.0083 / 6.49",-0.00039994,-0.0033295,-0.0061946,0.012261,0.0063958,-0.0021726,0.0014662,-0.014686
"145.0084 / 31.59",-0.0013814,-0.00068698,-0.0013916,0.0042755,-0.0073846,-0.0059591,0.011741,0.0084878
"145.0086 / 5.02",-0.0039198,-0.010069,-0.015663,0.00012571,0.011204,0.0050087,0.0048352,0.014629
"145.0174 / 1.07",0.00042514,-0.0085058,-0.0048865,0.0005968,0.0081075,-0.0046249,-0.0025779,-0.0016122
"145.1015 / 20.50",0.0048829,0.0015811,0.01052,0.01236,0.0066144,-0.0017541,0.0050083,-0.022783
"145.1048 / 1.84",-0.000575,-0.0072502,0.0030122,0.0026178,0.0032446,-0.0048426,0.0030764,-0.0013975
"146.0268 / 1.81",0.0032145,-0.020443,0.008369,-0.0094977,0.0097213,-0.009357,-0.010164,-0.005249
"146.0271 / 2.49",0.0037788,-0.020816,0.016663,0.0026475,0.024159,0.0043192,0.00043107,-0.0029118
"146.0603 / 4.28",0.00063535,-0.011583,0.0039295,-0.006741,0.0030994,-0.00023792,0.0003036,-0.0038907
"146.0604 / 11.12",-0.0091803,-0.022199,0.019839,-0.0031571,0.013008,-0.0107,0.0017202,-0.0044811
"146.0604 / 8.03",-0.00061852,-0.014357,0.0012342,-0.0013835,0.0057915,-0.0072357,0.0031071,-0.0050191
"146.0606 / 3.04  MH",0.0026501,-0.0086322,0.0064749,-0.0038183,0.0090895,-0.0060831,0.0025617,0.00058134
"146.1177 / 1.48",0.0016748,-0.0070479,0.0030824,-0.0038149,0.00044292,-0.0034615,0.0031987,-0.0021191
"146.1654 / 1.00",0.0051423,-0.018142,-0.0037791,-0.0082238,0.0078382,-0.0066883,-0.0023438,-0.0070823
"146.9706 / 0.06",0.0020654,-0.00030942,0.00039261,-0.00044037,0.011556,-0.016308,0.010541,-0.019914
"146.9706 / 4.59",0.002197,-0.0084509,0.015031,-0.010037,-0.0077427,-0.01466,0.010022,0.015288
"146.9706 / 7.14",0.0036865,-0.0025285,0.0049214,-0.0071637,-0.0039428,0.0097772,-0.0043031,-0.011727
"146.9706 / 9.11",-4.7638e-05,0.0076249,-0.0013476,0.005827,-0.0048962,0.024717,-0.0028539,0.01013
"146.9743 / 12.91",0.0055727,-0.0071717,0.0090714,-0.011982,0.011288,0.0046582,-0.010801,-0.00022693
"146.9743 / 17.35",-0.00016308,0.0048592,-0.009249,-0.00055416,-0.0060388,-0.020975,-0.0016123,-0.031528
"146.9744 / 11.24",0.00096459,-0.0055905,-0.0081496,-0.0012537,-0.014926,-0.025033,0.013675,0.018117
"146.9744 / 18.14",0.00093005,-0.0026721,-0.0045004,0.0056766,-0.0065722,-0.0082021,-0.00054721,-0.00036137
"146.9744 / 2.52  MCH3OHH",-0.0060632,0.0022135,-0.017066,-0.0027423,-0.016623,0.013986,-0.01875,0.019856
"146.9745 / 0.61",-0.0046913,0.0078699,-0.004811,3.8524e-05,0.014698,-0.020592,0.0026276,0.001294
"146.9745 / 10.41",0.0030782,0.0011458,-0.0053091,0.0062134,-0.0066441,-0.015385,0.0045104,0.0034161
"146.9745 / 3.71",0.0037371,-0.0020469,-0.010085,-0.0042618,0.0081198,-0.01883,-0.0077682,0.00038587
"146.9746 / 29.02  MCH3OHH",-0.008407,-0.0014604,-0.019235,0.017683,0.0118,-0.012671,0.0029461,0.026107
"147.0291 / 1.84",-0.0025701,-0.0020161,-0.0034771,0.0030194,0.001705,-0.0062598,-0.0011391,0.015017
"147.0443 / 2.13  MCH3OHH",0.00040985,-0.010388,0.0022134,-0.006167,0.0053243,-0.0021653,0.0013153,-0.0013442
"147.0629 / 4.21",0.00061598,-0.012356,0.0038143,-0.0070303,0.0037477,-0.00051916,0.00049212,-0.0041293
"147.0763 / 1.43  MNH4",-0.00031748,-0.0096198,-0.0011927,-0.0026419,0.0063989,-0.0038936,-0.00074193,-0.0035739
"147.0766 / 10.59  MNH4",0.00042846,-0.013202,0.017248,0.00057776,0.00031227,-0.007453,0.011246,-0.0041595
"147.1132 / 1.03  MNH4",0.0031731,-0.024461,-0.0050912,-0.010745,0.014014,-0.0089197,-0.0045124,-0.0096696
"148.0471 / 2.09",0.00046098,-0.011095,0.0019743,-0.0063794,0.0053321,-0.002289,0.0013862,-0.0019341
"148.0569 / 2.84",0.0026507,-0.011683,0.0035412,0.0039027,0.0084982,-0.008937,-0.0014694,-0.0077524
"149.0198 / 1.64",0.00016924,0.0014373,0.0016413,0.00086667,-0.0015116,0.0011722,0.00051761,0.00092973
"149.0198 / 21.80",6.2569e-05,0.0051035,-0.025674,-0.011321,0.0011755,-0.010014,-0.020087,0.0039334
"149.0199 / 20.51",0.0012628,-0.0013982,-0.0017165,-0.0036388,0.0036397,-0.012648,0.0020933,0.0060936
"149.0200 / 21.28",0.00019603,0.00094865,0.0011679,0.00027146,0.00066407,-2.9206e-05,-0.00031354,-0.0022074
"149.0202 / 18.59",0.0060961,0.0058486,0.01363,-0.017991,-0.0042969,-0.014568,0.013455,-0.051102
"149.0223 / 19.92",0.0042322,0.016715,0.0062271,0.0013726,0.014197,0.015476,-0.006476,0.011177
"149.0229 / 2.41",-0.00043333,0.0010743,-0.00056845,-0.0021173,-9.8668e-05,-0.00022932,0.0018475,0.00086498
"149.0230 / 19.20",0.0060696,0.011556,0.015411,0.010001,-0.024372,0.00062535,-0.0074413,-0.0097917
"149.0231 / 24.10",7.3408e-05,0.00018014,0.00011864,-0.00024278,0.00062965,-0.00043776,0.00083488,-5.3566e-05
"149.0231 / 7.69",-0.00097868,-0.0086322,-0.00158,-0.0023658,-0.0084859,0.013103,0.011807,-0.011217
"149.0233 / 22.73",0.00048387,0.00040046,0.0015198,-0.00056283,0.00082575,0.00071943,-0.00058576,-0.0014965
"149.0234 / 12.45",0.0028332,0.00073024,0.00081302,-0.011563,0.013031,0.0059207,-0.0044304,-0.016607
"149.0235 / 16.26",0.0070154,-0.0072383,-0.012913,0.010213,-0.041738,-0.010334,-0.0011912,-0.017663
"149.0236 / 3.08",0.00045235,-0.038944,0.006802,-0.0044086,0.0043125,-0.014018,-0.0061101,-0.0040623
"149.0237 / 0.04",0.0036046,-0.00642,0.023834,-0.010026,-0.0051816,0.020027,0.011188,0.027739
"149.0237 / 4.42",0.00049158,-0.032601,-0.0037998,-0.011416,0.0062336,-0.0036958,0.0013497,-0.0061708
"149.0238 / 28.59",0.00026819,0.00074648,-0.00018793,3.0927e-05,-0.0022945,0.0010876,0.00075482,-0.00080315
"149.0239 / 14.85",0.0016994,-0.0021913,-0.023185,0.013806,-0.010686,-0.021261,0.0082488,0.0048609
"149.0239 / 15.53",0.0056979,-0.006299,0.0068519,-0.0010861,-0.013666,0.010772,0.0021402,-0.00047727
"149.0239 / 8.26",-0.0021991,-0.008886,0.02032,-0.0061136,0.0048011,-0.023967,0.0089475,-0.0028036
"149.0240 / 13.06",0.0092931,-0.004851,0.010835,-0.011288,0.010514,-0.021171,0.00867,0.017252
"149.0240 / 17.31",0.0029081,-0.007986,0.014595,-0.0038854,-0.012594,0.0061384,-0.007338,0.0034574
"149.0240 / 8.82",0.0055698,0.0080814,0.011261,-0.025089,-0.024755,-0.011095,0.0069913,0.0057074
"149.0242 / 11.81",0.0071024,0.0036143,0.0027564,-0.011681,0.01626,-0.0065308,0.013019,-0.020938
"149.0242 / 18.00",0.0010428,0.013999,-0.013787,-0.0092796,-0.029514,0.0079344,0.0039304,0.0041696
"149.0587 / 2.74",0.00058525,-0.012175,0.0040394,-0.0042481,0.0038278,-0.0021942,0.0010179,-0.0048719
"150.0223 / 2.44",-0.0050172,-0.00069409,0.019133,-0.0094361,0.011247,-0.01329,0.014489,0.0050096
"150.0549 / 3.04",0.0026965,-0.01238,0.0064016,-0.0046795,0.011435,-0.0083244,0.0034169,-0.0042476
"150.0586 / 1.77  MNH4",0.00013241,-0.013923,0.0017682,-0.0074377,0.00012574,0.0014389,-0.0014907,-0.0029718
"150.0773 / 1.80",0.00020374,-0.013666,0.00019812,0.0011416,0.0013119,-0.0014406,-4.4209e-05,-0.0019566
"150.0909 / 1.80",-0.00046319,-0.010593,0.0015506,0.0022706,-0.0028406,0.005498,0.0016258,-0.0030691
"150.0915 / 4.86",-0.0068268,-0.025278,0.00058882,0.0061248,0.0051931,0.01759,0.0040811,-0.0059542
"151.0618 / 6.79",0.0015044,-0.015449,0.0063911,-0.0036289,0.0094586,-0.00752,0.0073248,-0.010637
"151.0750 / 20.08",-0.0036865,0.004789,0.0057446,0.016716,-0.0091452,0.00085505,0.0014671,-0.014153
"151.0993 / 11.55",-0.00024404,-0.0074792,0.0022416,0.0040408,-0.0083936,-0.008163,0.020862,-0.013915
"152.0094 / 2.94",-0.00060832,-0.0063816,0.0013538,-0.0012326,0.0044539,-0.0070796,0.0035706,-0.0019146
"152.0157 / 17.78",0.0016004,0.015015,-0.03414,0.0061018,-0.030312,0.018773,-0.0053549,0.0047134
"152.0569 / 12.00",0.011715,0.004503,-0.003312,-0.00053448,0.018556,0.0062846,0.010644,-0.010175
"152.0571 / 6.71",0.0010586,-0.019705,0.0052292,-0.004181,-0.0014812,-0.00088333,-0.00048205,-0.0037335
