"","MeanDecreaseAccuracy"
"82.9971 / 26.68",0
"82.9971 / 0.27",0
"82.9961 / 20.13",0
"82.9960 / 31.83",0
"82.9960 / 20.83",0
"819.4778 / 22.94",0
"819.4383 / 18.20  MNa",0
"819.4110 / 15.85",0
"819.3828 / 12.68  MH",0
"818.7349 / 20.30  M3H3",0
"818.4114 / 14.56",0
"816.4812 / 9.41",0
"816.4599 / 19.76  MH",0
"816.4086 / 10.81  MH",0
"815.5207 / 23.48",0
"813.3430 / 14.43  MH",0
"812.3191 / 13.50  MNa",0
"811.4590 / 19.03  2MH",0
"810.5630 / 23.48",0
"81.0701 / 8.57",0
"81.0701 / 28.85",0
"81.0701 / 16.04",0
"81.0700 / 13.69",0
"81.0699 / 5.11",0
"81.0699 / 31.77",0
"81.0699 / 3.48",0
"81.0698 / 6.15",0
"81.0698 / 12.04",0
"81.0698 / 0.64",0
"81.0697 / 9.68",0
"81.0697 / 14.32",0
"81.0697 / 12.80",0
"81.0697 / 11.44",0
"81.0696 / 17.12",0
"81.0696 / 15.08",0
"81.0694 / 16.57",0
"81.0693 / 18.01",0
"81.0691 / 10.42",0
"81.0681 / 7.01",0
"81.0681 / 29.46",0
"81.0681 / 0.04",0
"81.0680 / 2.68",0
"81.0679 / 1.73",0
"809.9155 / 19.92  M2NH42",0
"808.9389 / 19.42",0
"808.5629 / 24.57",0
"807.5608 / 26.70",0
"805.3403 / 10.59",0
"803.8837 / 19.79  MHNa2",0
"803.3808 / 15.46  MH",0
"80.9460 / 1.39",0
"80.0492 / 4.14",0
"80.0491 / 0.20",0
"80.0489 / 3.58",0
"80.0481 / 2.24",0
"799.9833 / 21.91  M2H2",0
"799.4398 / 21.85",0
"799.3690 / 12.11  MNa",0
"797.4565 / 18.20  MH",0
"797.4039 / 8.85",0
"796.4033 / 15.89",0
"796.3405 / 20.11  MNa",0
"794.3925 / 19.99  MNa",0
"793.7406 / 20.06",0
"793.3837 / 11.87",0
"792.8741 / 15.56  M2H2",0
"792.6912 / 21.57",0
"792.4392 / 21.57",0
"792.1873 / 21.57",0
"791.3921 / 18.07",0
"790.3755 / 20.01",0
"790.3382 / 13.50  MH",0
"789.4489 / 20.69",0
"787.7395 / 14.72",0
"786.4703 / 19.97  MH",0
"782.8573 / 18.69  M2H2",0
"781.8342 / 16.72",0
"781.3138 / 15.31",0
"780.4542 / 21.88  M2H2",0
"779.9027 / 18.68  M2H2",0
"779.3239 / 10.93",0
"779.0903 / 19.08  M3H3",0
"778.3718 / 18.36",0
"778.3688 / 16.93",0
"777.9719 / 21.88  MHNa2",0
"777.9254 / 21.78",0
"777.8623 / 18.79",0
"777.4238 / 21.78  MHK2",0
"777.4109 / 7.57",0
"777.3999 / 16.08",0
"777.3873 / 12.14  MH",0
"777.3632 / 18.79",0
"776.9874 / 1.33",0
"776.4204 / 17.42",0
"776.3939 / 19.83",0
"775.4916 / 21.88  MHNH42",0
"775.3494 / 11.26",0
"775.1472 / 20.03  MCH3OHH",0
"774.8952 / 20.06",0
"774.8903 / 18.83",0
"774.3579 / 20.14  MH",0
"771.4940 / 23.48",0
"770.9165 / 20.05  M2H2",0
"769.3544 / 15.95",0
"769.3200 / 18.31",0
"767.4418 / 25.54",0
"767.4200 / 25.59",0
"767.4094 / 19.75  MNa",0
"766.5380 / 23.48",0
"766.3541 / 14.76",0
"765.3758 / 13.73",0
"762.7711 / 22.42  M3H3",0
"762.4151 / 18.39  MNa",0
"761.3177 / 12.21",0
"761.0188 / 25.34",0
"761.0178 / 25.94",0
"761.0177 / 26.75",0
"761.0175 / 23.25",0
"761.0159 / 24.49",0
"761.0142 / 1.33  M",0
"760.9978 / 23.38",0
"760.9977 / 25.94",0
"760.9971 / 24.50",0
"760.9966 / 1.29",0
"759.3898 / 10.50  MH",0
"758.9290 / 21.84",0
"758.4429 / 21.85  M2H2",0
"758.4290 / 21.84",0
"757.3402 / 15.05",0
"756.7182 / 18.88  M3H3",0
"756.3885 / 18.36  MNa",0
"755.9585 / 21.85  MHNa2",0
"755.8476 / 18.66",0
"755.4408 / 11.77  MH",0
"755.4305 / 7.54  MH",0
"755.4105 / 21.75  MHK2",0
"755.3486 / 10.64",0
"755.3473 / 18.66",0
"755.0029 / 27.59",0
"755.0015 / 25.39",0
"755.0013 / 26.72",0
"755.0012 / 25.90",0
"755.0002 / 1.29",0
"754.9998 / 23.98",0
"754.9962 / 24.82",0
"754.9810 / 27.06",0
"754.9807 / 24.50",0
"754.3610 / 13.51",0
"754.3459 / 19.21",0
"753.9809 / 21.85",0
"753.4800 / 21.85  MHNH42",0
"753.3220 / 9.33",0
"752.5576 / 26.13",0
"752.0185 / 19.38",0
"751.9072 / 16.38  M2H2",0
"751.6823 / 19.38",0
"751.6638 / 19.35  M3H3",0
"750.4011 / 17.56",0
"750.3912 / 19.37",0
"750.3827 / 20.33  MNa",0
"750.3324 / 10.64",0
"750.1307 / 20.37",0
"748.9829 / 27.90",0
"748.9822 / 1.20",0
"748.9643 / 27.89",0
"748.4303 / 22.39",0
"748.1016 / 22.39",0
"747.3673 / 19.43",0
"747.3544 / 13.06",0
"747.0007 / 1.28",0
"746.8230 / 14.06  M2H2",0
"745.4296 / 19.75  MH",0
"745.4237 / 20.57  MNH4",0
"745.3413 / 19.63  MCH3OHH",0
"745.3246 / 11.07",0
"744.8409 / 19.63",0
"744.4119 / 19.27",0
"744.3852 / 15.22  M2H2",0
"744.2870 / 12.33",0
"742.8706 / 20.18  M2H2",0
"741.7386 / 19.07",0
"741.2902 / 23.67",0
"741.0714 / 19.10  M3H3",0
"741.0222 / 20.01  M3H3",0
"740.4352 / 18.39  MH",0
"739.3498 / 13.31",0
"739.2583 / 24.29",0
"739.2395 / 24.34",0
"739.0036 / 1.17",0
"738.8479 / 13.31",0
"738.3684 / 17.63  MNH4",0
"738.3438 / 19.63",0
"738.3232 / 12.00",0
"737.3216 / 11.96",0
"736.9178 / 21.78",0
"736.8791 / 18.55  M2H2",0
"736.8780 / 11.33",0
"736.6838 / 17.53  M3H3",0
"736.4304 / 21.78  M2H2",0
"736.4173 / 21.78",0
"736.3768 / 11.33",0
"736.3368 / 8.14  MNa",0
"735.3277 / 20.97",0
"735.0365 / 18.81",0
"734.4084 / 18.36  MH",0
"734.3570 / 17.39  M2H2",0
"734.3422 / 16.52  M2H2",0
"734.3041 / 9.70",0
"733.9469 / 21.78  MHNa2",0
"733.8484 / 17.01",0
"733.7571 / 22.36",0
"733.4282 / 19.81",0
"733.4228 / 22.36",0
"733.3996 / 21.69",0
"733.3512 / 12.35",0
"733.2408 / 24.31",0
"732.8461 / 17.21",0
"732.4304 / 19.83  MH",0
"731.9684 / 21.78",0
"731.4686 / 21.78  MHNH42",0
"731.4098 / 19.53",0
"731.2996 / 7.63",0
"730.0827 / 18.02  M3H3",0
"729.4170 / 7.31",0
"729.3380 / 17.35  MNH4",0
"729.3345 / 3.80",0
"728.8375 / 17.35",0
"727.4673 / 23.45",0
"727.3060 / 14.59",0
"726.3780 / 19.78  MNa",0
"725.5583 / 26.79",0
"725.3830 / 19.65",0
"725.3599 / 19.50",0
"724.8518 / 18.63",0
"724.5285 / 25.55",0
"724.3213 / 16.75",0
"723.5412 / 26.09",0
"723.3703 / 18.88",0
"723.3567 / 19.85  M2H2",0
"723.3419 / 11.04  MNa",0
"723.0349 / 18.92",0
"722.5515 / 24.91",0
"722.5204 / 25.51",0
"722.5122 / 23.45",0
"722.3364 / 14.91",0
"722.3346 / 14.24",0
"721.3930 / 19.75",0
"721.3880 / 18.97",0
"719.8390 / 14.56  M2H2",0
"719.6715 / 19.66  M3H3",0
"719.4169 / 22.32",0
"719.3351 / 15.11",0
"719.3301 / 11.28",0
"719.3300 / 12.53",0
"719.0818 / 22.32",0
"718.7469 / 22.36",0
"718.0483 / 13.40  M3H3",0
"717.2484 / 10.05",0
"717.2480 / 10.95",0
"716.7940 / 13.27",0
"716.2929 / 10.59",0
"716.2917 / 13.27",0
"715.3633 / 9.84",0
"715.3397 / 12.00  MNa",0
"714.9023 / 21.75",0
"714.4164 / 21.75  M2H2",0
"714.4011 / 21.75",0
"714.3538 / 8.11  MH",0
"714.3449 / 19.99  M3H3",0
"713.8162 / 19.53",0
"713.3162 / 19.53  MH",0
"712.3306 / 13.59  MNa",0
"711.9327 / 21.75  MHNa2",0
"711.3848 / 21.66",0
"711.3360 / 21.15  MHNa2",0
"711.3055 / 17.21  M",0
"711.2087 / 23.92",0
"710.4174 / 19.46  2M",0
"710.3016 / 13.40",0
"710.2940 / 20.53  MNa",0
"709.4554 / 21.75  MHNH42",0
"709.3566 / 19.44  M2H2",0
"709.3521 / 18.00  MNa",0
"709.3225 / 19.57  M2H2",0
"708.3925 / 9.26",0
"708.3645 / 12.71",0
"707.6021 / 20.11",0
"707.3369 / 8.46",0
"707.3366 / 10.13  MH",0
"707.3292 / 22.10",0
"706.4034 / 17.77",0
"706.3265 / 12.70",0
"706.0170 / 20.01  M3H3",0
"705.8128 / 18.43",0
"705.2900 / 19.76  MNa",0
"705.2813 / 7.70  MNa",0
"704.9845 / 15.95  M3H3",0
"704.7995 / 17.86",0
"704.3971 / 19.78  MH",0
"704.3830 / 7.35",0
"704.3823 / 17.01",0
"704.3280 / 20.52",0
"704.3123 / 9.31",0
"704.0733 / 22.32  M3H3",0
"703.6616 / 15.85  M3Na3",0
"703.5760 / 26.79",0
"703.4529 / 25.03",0
"703.3452 / 19.88",0
"703.3336 / 14.79  2MNa",0
"703.3102 / 19.44",0
"702.7562 / 22.32",0
"702.4145 / 4.18  2MH",0
"702.3408 / 16.75  MNa",0
"701.4952 / 21.28",0
"701.4117 / 25.55  MK",0
"701.3973 / 20.40",0
"701.3918 / 25.59  MK",0
"701.3603 / 11.07  MH",0
"700.5272 / 25.71",0
"700.3458 / 21.15  M2H2",0
"700.2925 / 3.46",0
"698.8308 / 8.03  M2H2",0
"698.4071 / 16.50",0
"698.3732 / 14.73",0
"698.1759 / 21.70",0
"697.9073 / 18.79  M5H5",0
"697.7069 / 18.75  M5H5",0
"697.3411 / 17.44  MNa",0
"697.3117 / 18.99",0
"696.4095 / 21.87",0
"696.3935 / 15.04",0
"696.3568 / 8.85",0
"696.3204 / 12.28",0
"696.2673 / 18.76  MNa",0
"695.8903 / 20.57  M2H2",0
"695.8538 / 15.97",0
"695.3643 / 13.56  M2H2",0
"694.9848 / 1.33",0
"694.4231 / 8.36",0
"694.3235 / 12.47  M2H2",0
"694.3065 / 12.09",0
"693.8644 / 19.93  M2H2",0
"693.3580 / 11.96  MH",0
"693.1440 / 5.81",0
"692.8128 / 19.95",0
"692.4028 / 21.69  M2H2",0
"692.3894 / 21.68  M2H2",0
"692.3726 / 8.09  MH",0
"692.3715 / 15.55  M3H3",0
"692.3639 / 16.08  M3H3",0
"692.3373 / 19.34",0
"692.0502 / 13.82  M3H3",0
"691.3879 / 14.96  M3H3",0
"691.3605 / 19.79  M3H3",0
"690.3686 / 16.17",0
"690.3494 / 13.56  MH",0
"690.3429 / 18.36  MHNa2",0
"690.2775 / 9.96",0
"690.2772 / 16.56",0
"689.9189 / 21.69  MHNa2",0
"689.3983 / 22.26  M3H3",0
"689.3695 / 21.59  MHK2",0
"689.3230 / 17.21  MNa",0
"689.2113 / 1.57",0
"689.1124 / 18.44  M5H5",0
"688.9154 / 18.36  M5H5",0
"688.8038 / 9.22",0
"688.3174 / 19.69  MH2Na3",0
"688.3128 / 20.53  MH",0
"688.3000 / 9.23",0
"688.2548 / 8.28  MNa",0
"688.0792 / 22.29",0
"687.8575 / 18.82  M2H2",0
"687.7437 / 22.29",0
"687.4418 / 21.69  MHNH42",0
"686.3111 / 19.69  M3H3",0
"686.3013 / 15.50",0
"686.0071 / 17.87  M3H3",0
"685.8089 / 11.63  M2H2",0
"685.6573 / 17.26  M3H3",0
"685.4377 / 25.55",0
"685.4192 / 25.59",0
"685.3669 / 13.90",0
"685.3250 / 13.79  MNa",0
"685.3089 / 13.62  M2H2",0
"684.8283 / 16.02  M2H2",0
"684.4041 / 11.54  MH",0
"684.3096 / 15.43",0
"683.8666 / 14.78  M2H2",0
"683.4409 / 23.42  2MK",0
"683.3583 / 16.50  M3H3",0
"683.3088 / 19.76  MH",0
"683.3074 / 17.24",0
"683.2989 / 7.70  MH",0
"683.2551 / 7.79",0
"683.1956 / 23.49",0
"683.1788 / 23.51",0
"682.3049 / 10.94  M2H2",0
"682.0456 / 13.85  M3H3",0
"681.8562 / 17.26",0
"681.4405 / 2.45",0
"681.3443 / 17.69",0
"681.3093 / 16.17",0
"681.3059 / 12.13  MNa",0
"680.9890 / 19.69  M2HNa3",0
"680.3626 / 6.84",0
"680.3603 / 16.72  MH",0
"680.0128 / 1.31",0
"679.4474 / 23.40",0
"679.4342 / 23.41",0
"679.4177 / 23.40",0
"679.4010 / 23.41",0
"679.3653 / 16.08",0
"679.3537 / 18.36  M2H2",0
"679.3381 / 19.57  M2H2",0
"679.3252 / 19.29",0
"679.0153 / 25.01",0
"679.0151 / 26.71",0
"679.0148 / 25.86",0
"679.0148 / 23.82",0
"679.0137 / 27.39",0
"679.0110 / 1.33",0
"678.9966 / 25.94",0
"678.9963 / 24.47",0
"678.9958 / 23.61",0
"678.9953 / 22.96",0
"678.9953 / 1.29",0
"678.9941 / 19.31  M3H3",0
"678.6487 / 16.43  M3H3",0
"678.4851 / 23.42",0
"678.0011 / 16.67  M3H3",0
"677.8099 / 14.15  M2H2",0
"677.3462 / 20.08  M2H2",0
"677.3341 / 19.23  M2H2",0
"676.3719 / 12.49",0
"676.3346 / 16.87",0
"676.0918 / 13.59  M4H4",0
"675.8724 / 12.46",0
"675.3619 / 17.56  MH",0
"675.3325 / 20.78  M4H4",0
"674.9046 / 18.50  M5H5",0
"674.8772 / 19.62  M2H2",0
"674.7229 / 22.26  M3H3",0
"674.7088 / 18.49  M5H5",0
"674.3716 / 11.69",0
"674.3706 / 12.82",0
"674.3561 / 18.76",0
"674.2896 / 22.49",0
"674.2866 / 18.76  MH",0
"673.6632 / 19.69  M3H3",0
"673.5996 / 19.57  M4H4",0
"673.4258 / 19.19",0
"673.3589 / 18.85",0
"673.3413 / 13.82",0
"673.2581 / 13.50",0
"673.0697 / 22.26  M3H3",0
"673.0024 / 27.58",0
"672.9996 / 24.78",0
"672.9984 / 27.08",0
"672.9975 / 1.29",0
"672.9965 / 26.27",0
"672.9959 / 23.86",0
"672.9931 / 25.69",0
"672.9917 / 22.92",0
"672.9800 / 27.47",0
"672.9794 / 22.60",0
"672.9783 / 23.86",0
"672.8394 / 19.88",0
"672.4403 / 15.56",0
"672.0103 / 14.83  M3H3",0
"671.8343 / 21.26  M2H2",0
"671.6889 / 11.11",0
"671.6831 / 12.87  M3H3",0
"671.3587 / 19.20",0
"670.8783 / 21.65",0
"670.3904 / 21.66  M2H2",0
"670.3763 / 21.65",0
"669.8772 / 16.93",0
"669.3542 / 7.89",0
"669.2673 / 8.66",0
"668.9085 / 21.62",0
"668.4066 / 21.66",0
"668.3433 / 17.24",0
"667.9844 / 19.53  M2HNa3",0
"667.9060 / 21.66",0
"667.8201 / 18.08",0
"667.3560 / 21.53  MHK2",0
"667.3296 / 13.38",0
"667.3182 / 18.05",0
"667.3098 / 15.33",0
"666.9820 / 26.96",0
"666.9804 / 26.08",0
"666.9803 / 27.89",0
"666.9783 / 1.20",0
"666.9633 / 27.92",0
"666.8180 / 19.83  M2H2",0
"666.3529 / 18.78",0
"666.2743 / 8.28  MH",0
"665.9277 / 21.62",0
"665.8513 / 18.79  M2H2",0
"665.4289 / 21.62",0
"665.3350 / 17.49",0
"664.9992 / 1.28",0
"663.8248 / 13.91  M2H2",0
"663.4559 / 25.55  MH",0
"663.4370 / 25.59  MH",0
"663.3708 / 18.11",0
"663.3564 / 10.12",0
"663.3452 / 8.60  MNa",0
"663.3416 / 13.82  MH",0
"663.3210 / 15.20",0
"662.8139 / 18.18",0
"662.3263 / 19.51",0
"661.3676 / 5.10",0
"661.2290 / 7.28",0
"660.8059 / 11.67  M2H2",0
"660.6593 / 19.63  M3H3",0
"660.3720 / 19.47",0
"660.3690 / 10.37",0
"660.3547 / 10.67",0
"660.2978 / 18.60",0
"660.0462 / 22.23  M2HNa3",0
"659.8113 / 13.30",0
"659.7995 / 7.59",0
"659.3698 / 14.79",0
"659.3249 / 12.13  MH",0
"659.2892 / 23.66",0
"658.3952 / 22.23  M3H3",0
"658.3884 / 8.62  MNH4",0
"658.3516 / 20.28  M2H2",0
"658.2929 / 22.87",0
"658.2242 / 20.75  2MNH4",0
"657.6903 / 19.99  M3H3",0
"657.2548 / 24.31",0
"657.2381 / 24.34",0
"657.0194 / 1.21",0
"657.0022 / 1.17",0
"655.3750 / 19.97",0
"655.3389 / 19.69  M3H3",0
"655.3373 / 12.85  M2H2",0
"655.3124 / 8.08  M2H2",0
"655.1984 / 5.62",0
"655.1614 / 23.05",0
"654.6210 / 10.76",0
"654.3567 / 15.01",0
"654.2617 / 10.33",0
"653.3260 / 20.99",0
"653.3138 / 4.79",0
"652.8763 / 16.61",0
"652.8084 / 14.66  M2H2",0
"652.3762 / 16.61",0
"652.3362 / 16.65  M2H2",0
"652.3248 / 17.87  M3H3",0
"652.2933 / 11.97",0
"651.3857 / 18.16",0
"651.3251 / 19.44  M3H3",0
"651.2352 / 24.32",0
"650.0031 / 18.98  M3H3",0
"649.6695 / 19.82  M3H3",0
"648.8032 / 17.42",0
"648.3748 / 21.59  M2H2",0
"648.3617 / 21.58  M2H2",0
"648.2647 / 14.43",0
"647.3455 / 19.22",0
"647.3403 / 15.21  MNH4",0
"646.7835 / 17.69  M2H2",0
"646.3272 / 19.96  M4H4",0
"646.3028 / 6.50",0
"645.8915 / 21.59  MHNa2",0
"645.8199 / 20.35",0
"645.6647 / 14.97  M3H3",0
"645.5691 / 20.35",0
"645.3719 / 22.20  M2HNa3",0
"645.3414 / 2.57  MH",0
"645.3147 / 14.61",0
"644.3622 / 15.82",0
"644.3411 / 11.60  M2H2",0
"644.3325 / 17.05  M2H2",0
"644.2897 / 20.21  M2H2",0
"644.2792 / 10.04",0
"644.0497 / 22.16",0
"643.9137 / 21.59",0
"643.8348 / 15.51  M2H2",0
"643.8234 / 13.96  M2H2",0
"643.8011 / 19.15  M2H2",0
"643.7177 / 22.16",0
"643.4140 / 21.59  MHNH42",0
"643.3585 / 13.11",0
"643.3263 / 19.25  M3H3",0
"643.2607 / 20.14",0
"642.8547 / 13.11",0
"642.8422 / 19.65  M2H2",0
"642.3461 / 7.57",0
"642.3452 / 1.96",0
"642.3292 / 17.11  M3H3",0
"642.3108 / 10.53",0
"642.2791 / 20.60  MNa",0
"641.7913 / 15.17",0
"641.3651 / 14.53  MNH4",0
"641.3619 / 15.23",0
"641.3129 / 19.99",0
"641.3098 / 10.36",0
"641.2929 / 20.21",0
"640.7928 / 20.21  MHK2",0
"640.3046 / 19.92",0
"640.2704 / 18.75",0
"639.9383 / 18.05",0
"639.4143 / 23.38",0
"639.3914 / 23.41",0
"639.3126 / 10.84",0
"638.8049 / 7.22  M2H2",0
"638.3522 / 19.66",0
"638.3095 / 3.11  M2H2",0
"638.0229 / 19.66  M3H3",0
"637.8163 / 18.30  M2H2",0
"637.7795 / 10.64",0
"637.3540 / 19.56",0
"637.3176 / 17.17",0
"637.3071 / 23.67",0
"637.3029 / 0.47",0
"637.2843 / 16.05",0
"636.3220 / 19.07",0
"635.3097 / 18.20  M2H2",0
"635.3054 / 14.08",0
"635.2493 / 16.62",0
"634.8402 / 19.89  MHK2",0
"634.4590 / 23.38",0
"634.3392 / 6.01",0
"634.3211 / 12.36",0
"632.7919 / 17.55",0
"632.3404 / 17.82",0
"632.2890 / 5.43",0
"632.2772 / 15.72",0
"632.2342 / 18.09  MNa",0
"631.3804 / 19.91  M2H2",0
"631.3418 / 20.97  MNa",0
"631.3302 / 16.04",0
"631.2819 / 7.49",0
"631.1671 / 22.62",0
"630.8529 / 18.11",0
"630.6968 / 22.16  M3H3",0
"630.3819 / 16.59",0
"630.3485 / 7.31",0
"630.3315 / 19.47  M3H3",0
"630.3131 / 15.43  MH",0
"629.3756 / 22.16",0
"629.3636 / 9.26",0
"629.3321 / 9.92",0
"629.2253 / 23.88",0
"629.2078 / 23.92",0
"629.0444 / 22.16",0
"628.7830 / 16.48",0
"628.3482 / 11.72  M2H2",0
"628.3309 / 19.82  MNa",0
"628.2890 / 17.66  M2H2",0
"627.3716 / 15.69",0
"627.3350 / 18.84  M3H3",0
"626.3866 / 19.27",0
"626.3604 / 21.53  M2H2",0
"626.3467 / 21.52",0
"626.3129 / 18.04",0
"626.2920 / 17.92",0
"626.2837 / 21.02  MNa",0
"626.2762 / 7.32",0
"625.7910 / 17.89",0
"625.6145 / 17.63  M3H3",0
"625.3155 / 10.35  MNa",0
"624.6632 / 19.89  M3H3",0
"624.3051 / 10.53",0
"623.8776 / 21.53  MHNa2",0
"623.8364 / 12.94  M2H2",0
"623.7209 / 22.20",0
"623.3853 / 22.20",0
"623.3321 / 14.65  M",0
"623.3264 / 21.40  MHK2",0
"623.3023 / 15.78",0
"623.2672 / 10.60",0
"623.2670 / 6.72",0
"623.2087 / 23.93",0
"623.1908 / 23.92",0
"622.8054 / 17.36  M2H2",0
"622.8024 / 14.48",0
"622.8016 / 15.78",0
"622.3259 / 16.72",0
"622.3115 / 11.14",0
"622.3083 / 18.90  M3Na3",0
"622.3070 / 19.53",0
"622.2975 / 11.06",0
"621.3981 / 21.53  MHNH42",0
"621.3731 / 14.74  MNa",0
"621.3597 / 12.32",0
"621.3452 / 12.74",0
"621.3259 / 16.69",0
"620.8057 / 20.15  M2",0
"620.3411 / 11.68",0
"620.3276 / 20.18  M2H2",0
"620.3240 / 14.40  M2H2",0
"620.2967 / 20.60  MH",0
"620.2925 / 19.89",0
"620.2670 / 9.93",0
"619.7546 / 20.11  M2H2",0
"619.3039 / 2.74",0
"619.2944 / 12.96  M3H3",0
"619.2936 / 18.50",0
"619.2738 / 17.12",0
"618.9915 / 20.02  M3H3",0
"618.3807 / 11.87",0
"618.3445 / 16.65",0
"618.3381 / 20.89  MHNa2",0
"618.2902 / 18.75  MNa",0
"617.2777 / 10.98",0
"616.9831 / 10.50  M3H3",0
"616.8571 / 15.96  M2H2",0
"616.6151 / 14.95  M3H3",0
"616.3681 / 2.09",0
"616.3664 / 9.44  MCH3OHH",0
"616.3661 / 10.25",0
"616.3541 / 19.21",0
"616.3026 / 10.30  M2H2",0
"616.1741 / 21.70",0
"616.0198 / 22.10  M3Na3",0
"615.9465 / 19.08  M3H3",0
"615.8617 / 19.80  M2H2",0
"615.8376 / 14.92",0
"615.4107 / 19.62",0
"615.3717 / 18.76",0
"615.3461 / 3.55",0
"615.3079 / 7.10",0
"615.2475 / 21.76",0
"615.0018 / 19.99  M3H3",0
"614.8352 / 19.75  M2H2",0
"614.6282 / 15.41  M3H3",0
"614.3686 / 22.10  M3H3",0
"614.3303 / 19.76",0
"614.3137 / 19.83",0
"614.1770 / 21.70",0
"613.9580 / 19.44  M3H3",0
"613.6423 / 19.10",0
"613.3442 / 20.01",0
"613.2937 / 3.63",0
"612.9818 / 1.33",0
"612.8392 / 19.24  M2H2",0
"612.2748 / 17.31  M2H2",0
"612.2113 / 13.56  MNa",0
"611.9738 / 17.84  M3H3",0
"611.3295 / 20.30",0
"610.9510 / 14.28",0
"610.2836 / 8.50",0
"610.2524 / 18.09  MH",0
"609.3602 / 20.97  MH",0
"609.3257 / 10.22",0
"609.3251 / 8.76  2MH",0
"609.3243 / 9.26",0
"609.2804 / 0.47",0
"609.0073 / 13.46",0
"608.7103 / 22.16  M3H3",0
"608.6277 / 19.86  M3H3",0
"608.3860 / 20.04",0
"608.3511 / 15.02  M3H3",0
"608.3269 / 16.44  M2NH42",0
"608.3148 / 9.45",0
"608.3034 / 15.03",0
"608.2958 / 16.04  MHK2",0
"607.3509 / 9.92  MNa",0
"607.3484 / 20.89  M2H2",0
"607.2543 / 21.14  MNa",0
"606.3507 / 19.82  MH",0
"605.8478 / 19.33",0
"605.4775 / 26.90",0
"605.3137 / 6.58",0
"605.3040 / 21.05",0
"605.2703 / 7.72  MNa",0
"604.8300 / 19.60",0
"604.8167 / 14.27  M2H2",0
"604.6611 / 10.28",0
"604.3485 / 21.46  M2H2",0
"604.3344 / 20.63",0
"604.3288 / 19.60",0
"604.3028 / 21.02  MH",0
"604.2840 / 13.62",0
"603.7632 / 19.73  M2H2",0
"603.4329 / 16.25",0
"603.3347 / 10.31  MH",0
"603.3317 / 3.09",0
"603.2816 / 17.99  M2H2",0
"603.2636 / 16.13",0
"602.3622 / 14.53",0
"601.8655 / 21.46  MHNa2",0
"601.7981 / 15.86",0
"601.3674 / 9.71  MNH4",0
"601.3610 / 8.20",0
"601.3450 / 22.07  M2HNa3",0
"601.3185 / 8.06",0
"601.2746 / 3.80",0
"601.2698 / 23.21",0
"601.2698 / 2.34",0
"601.2680 / 19.84",0
"601.2661 / 22.26",0
"601.2619 / 17.88  MHNa2",0
"601.1945 / 23.51",0
"600.8169 / 17.42",0
"600.7934 / 19.53",0
"600.7691 / 10.33",0
"600.3699 / 19.97",0
"600.3690 / 17.98",0
"600.3254 / 19.07  M3H3",0
"600.3253 / 14.76  M2H2",0
"600.3251 / 23.96",0
"600.3136 / 10.07",0
"600.3081 / 20.31",0
"600.3019 / 18.30",0
"600.1089 / 20.25  M5H5",0
"600.0280 / 22.07",0
"599.6920 / 22.07",0
"599.4290 / 25.06",0
"599.4128 / 25.11",0
"599.3912 / 14.74  MH",0
"599.3870 / 21.46  MHNH42",0
"599.3012 / 9.36",0
"599.2821 / 15.43",0
"598.8116 / 18.94  M2Na2",0
"598.7869 / 8.08",0
"598.3531 / 19.97",0
"598.2629 / 14.63",0
"598.2613 / 7.60",0
"598.0136 / 1.32",0
"597.3298 / 9.26",0
"597.2103 / 19.40",0
"597.0130 / 25.24",0
"597.0112 / 27.40",0
"597.0111 / 22.23",0
"597.0110 / 22.83",0
"597.0108 / 26.27",0
"597.0104 / 21.62",0
"597.0103 / 23.79",0
"596.9958 / 25.94",0
"596.9956 / 24.53",0
"596.9956 / 22.86",0
"596.9953 / 23.38",0
"596.9945 / 1.26",0
"596.3086 / 18.75  MH",0
"595.3874 / 23.35",0
"595.3667 / 23.38",0
"595.3062 / 19.40  MNa",0
"595.2361 / 8.42",0
"594.8227 / 19.53  MHNa2",0
"594.7971 / 3.50",0
"594.7678 / 20.02  M2H2",0
"594.6478 / 18.98  M3H3",0
"594.2930 / 19.08  MHNa2",0
"594.2897 / 13.96",0
"594.0354 / 22.10  M3H3",0
"593.8113 / 16.82  M2H2",0
"593.3303 / 16.49  MNH4",0
"593.3018 / 16.02",0
"593.2987 / 18.98",0
"593.2956 / 18.36  M2H2",0
"593.2927 / 15.27",0
"593.2351 / 15.70",0
"592.7991 / 19.04",0
"592.5482 / 19.04  M2H2",0
"592.3315 / 16.53",0
"592.3117 / 2.54",0
"592.3060 / 13.43",0
"592.2984 / 19.02",0
"592.2972 / 15.20",0
"592.2737 / 8.46",0
"592.2311 / 5.81",0
"591.9929 / 1.28",0
"591.8135 / 14.27  M2H2",0
"591.7914 / 14.08  MHNH42",0
"591.4932 / 27.03",0
"591.4341 / 23.38",0
"591.4167 / 10.98",0
"591.4044 / 23.31",0
"591.3189 / 19.56",0
"591.3134 / 16.75  MH",0
"591.3115 / 15.88",0
"591.3103 / 6.32",0
"591.2972 / 10.51",0
"591.2890 / 16.35  M",0
"591.2329 / 13.56",0
"591.2238 / 2.54",0
"590.9987 / 26.91",0
"590.9949 / 27.87",0
"590.9948 / 25.90",0
"590.9945 / 23.81",0
"590.9943 / 24.39",0
"590.9943 / 1.27",0
"590.9935 / 22.35",0
